u_id,facet,true_country,patch_rank,patch_row,patch_col,occlusion_score,label,label_key,label_score,score_A,score_B,score_C,score_D,score_E,score_F,score_G,score_H
08f8c99f-b47b-46f6-8e29-6bcaa11d8ab1,traditions,China,3,2,5,0.000196,E,E_script,0.340808,0.018757,0.003803,0.022296,0.272884,0.340808,0.028316,0.026538,0.286599
1bad08e1-1e74-421f-996f-5c435cb367e3,traditions,China,1,3,3,0.017602,C,C_architecture,0.382612,0.020897,0.005724,0.382612,0.24313,0.266507,0.033719,0.016807,0.030606
1bad08e1-1e74-421f-996f-5c435cb367e3,traditions,China,2,3,4,0.011132,C,C_architecture,0.632101,0.077026,0.010616,0.632101,0.074433,0.104205,0.065179,0.021889,0.01455
1bad08e1-1e74-421f-996f-5c435cb367e3,traditions,China,3,2,3,0.006203,E,E_script,0.385558,0.055985,0.011833,0.127365,0.145066,0.385558,0.043779,0.044482,0.185932
de8ac0fa-d6dc-41bb-b117-f5e84f22e9e5,traditions,China,1,2,3,0.003578,H,H_appearance,0.305605,0.071279,0.031654,0.091921,0.176519,0.253454,0.038978,0.03059,0.305605
de8ac0fa-d6dc-41bb-b117-f5e84f22e9e5,traditions,China,2,5,0,0.001641,B,B_clothing,0.288748,0.069396,0.288748,0.071664,0.115867,0.123771,0.071624,0.024555,0.234374
de8ac0fa-d6dc-41bb-b117-f5e84f22e9e5,traditions,China,3,6,0,0.001226,E,E_script,0.246418,0.097343,0.105128,0.072139,0.170249,0.246418,0.048314,0.027629,0.232778
07dabc78-3e60-46e1-b6e4-14c03b083f61,drink,China,1,2,6,0.121566,H,H_appearance,0.420784,0.074881,0.014,0.076859,0.16152,0.150761,0.021842,0.079353,0.420784
07dabc78-3e60-46e1-b6e4-14c03b083f61,drink,China,2,3,4,0.110804,H,H_appearance,0.349346,0.033069,0.010382,0.090694,0.162879,0.325016,0.006701,0.021912,0.349346
07dabc78-3e60-46e1-b6e4-14c03b083f61,drink,China,3,6,4,0.108528,H,H_appearance,0.4073,0.221172,0.026901,0.041338,0.120313,0.105639,0.014245,0.063093,0.4073
e8417033-3d23-4eb3-b225-e8d68ff8cde3,drink,China,1,2,3,0.012284,D,D_food,0.59891,0.007969,0.002562,0.029035,0.59891,0.159156,0.008725,0.043006,0.150636
e8417033-3d23-4eb3-b225-e8d68ff8cde3,drink,China,2,4,4,0.009646,H,H_appearance,0.487517,0.034536,0.006452,0.040308,0.189829,0.100753,0.008459,0.132145,0.487517
e8417033-3d23-4eb3-b225-e8d68ff8cde3,drink,China,3,2,4,0.00583,H,H_appearance,0.372637,0.023352,0.037807,0.060501,0.215511,0.218227,0.034377,0.037588,0.372637
7469bf5a-e55b-4077-8c23-4f80be8daa32,drink,China,1,2,6,0.065743,H,H_appearance,0.683598,0.026264,0.015239,0.016762,0.093093,0.129223,0.009147,0.026674,0.683598
7469bf5a-e55b-4077-8c23-4f80be8daa32,drink,China,2,4,1,0.057525,H,H_appearance,0.497171,0.044346,0.024195,0.034581,0.119362,0.202613,0.016387,0.061345,0.497171
7469bf5a-e55b-4077-8c23-4f80be8daa32,drink,China,3,6,4,0.054631,D,D_food,0.393882,0.041679,0.004373,0.038348,0.393882,0.143773,0.008348,0.017774,0.351823
803df59c-07e6-4459-a5cb-8c2e27237461,drink,China,1,1,5,0.003561,H,H_appearance,0.345532,0.044282,0.038947,0.128825,0.177995,0.185633,0.04043,0.038356,0.345532
803df59c-07e6-4459-a5cb-8c2e27237461,drink,China,2,4,3,0.002688,H,H_appearance,0.375026,0.131077,0.02153,0.041361,0.143532,0.240242,0.01854,0.028691,0.375026
803df59c-07e6-4459-a5cb-8c2e27237461,drink,China,3,2,1,0.002622,H,H_appearance,0.352897,0.064285,0.063674,0.082191,0.266271,0.077848,0.035588,0.057246,0.352897
b2886064-331e-4c71-a625-d9d2c5cd9421,drink,China,1,5,0,0.060559,H,H_appearance,0.398925,0.043375,0.023886,0.072864,0.158103,0.141859,0.026753,0.134234,0.398925
b2886064-331e-4c71-a625-d9d2c5cd9421,drink,China,2,2,6,0.057041,H,H_appearance,0.351698,0.031296,0.019089,0.066136,0.180106,0.126744,0.03987,0.185061,0.351698
b2886064-331e-4c71-a625-d9d2c5cd9421,drink,China,3,0,6,0.052597,H,H_appearance,0.407048,0.047114,0.034472,0.077734,0.148826,0.149888,0.029159,0.10576,0.407048
f009866e-207b-4ed4-b0d2-150b69a5d0b0,food,China,1,5,4,0.124874,D,D_food,0.257045,0.164285,0.077923,0.138613,0.257045,0.186879,0.034978,0.07703,0.063247
f009866e-207b-4ed4-b0d2-150b69a5d0b0,food,China,2,5,6,0.037646,C,C_architecture,0.881393,0.008397,0.002445,0.881393,0.055315,0.02587,0.007519,0.007544,0.011515
f009866e-207b-4ed4-b0d2-150b69a5d0b0,food,China,3,2,5,0.028324,E,E_script,0.420428,0.244758,0.009713,0.220667,0.061742,0.420428,0.018712,0.005165,0.018815
09c667a0-2ed1-425e-8f15-f0d7b510b5ab,food,China,1,3,3,0.056819,E,E_script,0.83626,0.006629,0.003613,0.012689,0.030031,0.83626,0.005253,0.003121,0.102404
09c667a0-2ed1-425e-8f15-f0d7b510b5ab,food,China,2,5,4,0.032685,E,E_script,0.735383,0.014261,0.003139,0.019067,0.041271,0.735383,0.007588,0.009393,0.169898
09c667a0-2ed1-425e-8f15-f0d7b510b5ab,food,China,3,4,3,0.032403,E,E_script,0.459952,0.021572,0.011852,0.045844,0.085108,0.459952,0.013121,0.025529,0.337022
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,food,China,1,2,4,0.018531,H,H_appearance,0.333593,0.063014,0.002888,0.064483,0.136418,0.17143,0.024689,0.203485,0.333593
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,food,China,2,3,3,0.014573,H,H_appearance,0.551417,0.034277,0.003148,0.05314,0.078023,0.097243,0.014369,0.168383,0.551417
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,food,China,3,3,4,0.014494,H,H_appearance,0.494977,0.050912,0.002662,0.054786,0.094136,0.132125,0.021837,0.148564,0.494977
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,food,China,1,5,3,0.005225,E,E_script,0.397925,0.014926,0.01082,0.046433,0.10613,0.397925,0.026605,0.029102,0.368057
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,food,China,2,4,1,0.004887,E,E_script,0.42106,0.114416,0.004808,0.071642,0.077876,0.42106,0.009517,0.026816,0.273865
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,food,China,3,4,2,0.004318,E,E_script,0.681689,0.01402,0.007775,0.04688,0.059567,0.681689,0.008048,0.029196,0.152825
a8f5c325-4cc4-4371-bd45-5d19156de028,food,China,1,2,2,0.000769,D,D_food,0.333027,0.075966,0.005945,0.053728,0.333027,0.172308,0.021423,0.107667,0.229936
a8f5c325-4cc4-4371-bd45-5d19156de028,food,China,2,3,3,0.000601,D,D_food,0.282543,0.043464,0.030327,0.044599,0.282543,0.261451,0.055636,0.036435,0.245544
a8f5c325-4cc4-4371-bd45-5d19156de028,food,China,3,1,5,0.00058,H,H_appearance,0.37385,0.055822,0.02117,0.055314,0.163871,0.23229,0.049264,0.04842,0.37385
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,rituals,China,1,4,0,0.016178,G,G_landscape,0.405448,0.193817,0.013049,0.018239,0.133237,0.061786,0.049571,0.405448,0.124853
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,rituals,China,2,3,6,-0.004992,F,F_ritual,0.873887,0.001588,0.005267,0.002556,0.006515,0.001156,0.873887,0.002122,0.106908
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,rituals,China,3,2,0,-0.009303,G,G_landscape,0.943519,0.007726,0.002518,0.004247,0.007523,0.001564,0.004698,0.943519,0.028205
22bb7d28-bb29-4a85-af25-85f66ce70d52,rituals,China,1,3,1,0.139389,A,A_national_symbols,0.258172,0.258172,0.012556,0.240907,0.066527,0.086369,0.016963,0.162237,0.15627
22bb7d28-bb29-4a85-af25-85f66ce70d52,rituals,China,2,5,2,0.035962,D,D_food,0.229259,0.130967,0.044895,0.121221,0.229259,0.18939,0.016718,0.048606,0.218944
22bb7d28-bb29-4a85-af25-85f66ce70d52,rituals,China,3,2,1,0.029556,C,C_architecture,0.272119,0.224242,0.012922,0.272119,0.068551,0.075794,0.010825,0.102625,0.232923
4c169dc1-0511-4867-803b-2c5724589072,rituals,China,1,1,2,0.089233,H,H_appearance,0.877252,0.004967,0.019449,0.009759,0.034462,0.031613,0.004366,0.018132,0.877252
4c169dc1-0511-4867-803b-2c5724589072,rituals,China,2,1,3,0.04664,H,H_appearance,0.619998,0.022551,0.034888,0.02467,0.140761,0.113307,0.007054,0.036772,0.619998
4c169dc1-0511-4867-803b-2c5724589072,rituals,China,3,1,4,0.039155,H,H_appearance,0.488084,0.041263,0.040888,0.069465,0.192838,0.038469,0.073249,0.055745,0.488084
aa454b8a-ea44-47d8-bfc5-8e0691affc18,rituals,China,1,2,1,0.008394,H,H_appearance,0.393044,0.013872,0.02407,0.085488,0.156643,0.165183,0.090165,0.071535,0.393044
aa454b8a-ea44-47d8-bfc5-8e0691affc18,rituals,China,2,2,4,0.008282,H,H_appearance,0.391284,0.020601,0.055271,0.026192,0.316523,0.066099,0.092514,0.031515,0.391284
aa454b8a-ea44-47d8-bfc5-8e0691affc18,rituals,China,3,2,2,0.007941,E,E_script,0.373345,0.014593,0.015226,0.043216,0.183643,0.373345,0.024077,0.076582,0.269318
c4ba628f-6ccc-4659-88e0-989cf36c6b66,drink,Canada,1,2,1,0.00141,H,H_appearance,0.424549,0.002086,0.002685,0.058498,0.032272,0.392854,0.082538,0.004516,0.424549
c4ba628f-6ccc-4659-88e0-989cf36c6b66,drink,Canada,2,6,0,0.000958,H,H_appearance,0.290165,0.118297,0.002407,0.023287,0.212889,0.281626,0.035904,0.035425,0.290165
c4ba628f-6ccc-4659-88e0-989cf36c6b66,drink,Canada,3,3,1,0.000763,D,D_food,0.427539,0.001121,0.005969,0.084517,0.427539,0.056693,0.104563,0.008988,0.31061
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,drink,Canada,1,2,3,0.042186,H,H_appearance,0.54004,0.064735,0.057949,0.059607,0.066744,0.084916,0.050084,0.075925,0.54004
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,drink,Canada,2,3,3,0.036754,D,D_food,0.744196,0.009711,0.001089,0.013294,0.744196,0.061448,0.024715,0.007223,0.138324
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,drink,Canada,3,4,4,0.030375,D,D_food,0.513785,0.008535,0.001052,0.041056,0.513785,0.229107,0.011338,0.006089,0.189037
48cb84ac-f6c8-41d5-a8bd-433790fd4228,drink,Canada,1,6,6,0.0,G,G_landscape,0.38102,0.069456,0.018611,0.07677,0.146412,0.150714,0.041104,0.38102,0.115914
48cb84ac-f6c8-41d5-a8bd-433790fd4228,drink,Canada,2,6,5,0.0,G,G_landscape,0.282784,0.059602,0.017991,0.073541,0.185909,0.182134,0.028795,0.282784,0.169244
48cb84ac-f6c8-41d5-a8bd-433790fd4228,drink,Canada,3,6,4,0.0,H,H_appearance,0.241619,0.088606,0.031683,0.074197,0.220658,0.136696,0.033295,0.173244,0.241619
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,drink,Canada,1,3,3,0.136102,D,D_food,0.560486,0.048815,0.004929,0.026111,0.560486,0.059767,0.049763,0.043707,0.206422
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,drink,Canada,2,2,5,0.118283,D,D_food,0.401031,0.085367,0.009312,0.030695,0.401031,0.05078,0.063386,0.15879,0.200639
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,drink,Canada,3,1,3,0.109233,H,H_appearance,0.449447,0.035923,0.008905,0.06789,0.136048,0.226309,0.01589,0.059589,0.449447
96b37654-4373-4743-981d-ef25317c602a,drink,Canada,1,2,3,0.289401,G,G_landscape,0.243954,0.092365,0.042745,0.041946,0.102699,0.229746,0.038213,0.243954,0.208332
96b37654-4373-4743-981d-ef25317c602a,drink,Canada,2,4,3,0.274006,H,H_appearance,0.301128,0.045327,0.020844,0.081958,0.137392,0.25723,0.032736,0.123385,0.301128
96b37654-4373-4743-981d-ef25317c602a,drink,Canada,3,3,4,0.263855,E,E_script,0.22518,0.112627,0.046377,0.034971,0.114164,0.22518,0.035411,0.207541,0.223728
a2ebb579-6a95-4ef6-90d3-7472f9739d27,traditions,Canada,1,2,2,0.245954,H,H_appearance,0.399857,0.094347,0.021448,0.039539,0.105342,0.2923,0.021543,0.025623,0.399857
a2ebb579-6a95-4ef6-90d3-7472f9739d27,traditions,Canada,2,2,4,0.234356,H,H_appearance,0.301972,0.054536,0.027409,0.055734,0.166993,0.277825,0.018764,0.096767,0.301972
a2ebb579-6a95-4ef6-90d3-7472f9739d27,traditions,Canada,3,3,5,0.227743,H,H_appearance,0.496799,0.013448,0.00955,0.069692,0.041637,0.333183,0.007445,0.028246,0.496799
734acb99-0962-4131-b4f7-725c20411db8,traditions,Canada,1,1,0,0.323131,H,H_appearance,0.455486,0.011998,0.00721,0.057789,0.165447,0.262413,0.018562,0.021095,0.455486
734acb99-0962-4131-b4f7-725c20411db8,traditions,Canada,2,1,1,0.073561,H,H_appearance,0.619226,0.012058,0.006577,0.059251,0.141252,0.127838,0.01225,0.021549,0.619226
734acb99-0962-4131-b4f7-725c20411db8,traditions,Canada,3,0,3,0.001983,H,H_appearance,0.382386,0.028537,0.011878,0.064322,0.130455,0.318583,0.024,0.039839,0.382386
a914a20e-7219-43e5-929a-a60eeb2b0eba,traditions,Canada,1,1,3,0.021906,H,H_appearance,0.476064,0.1038,0.079979,0.074432,0.062796,0.062111,0.079047,0.061771,0.476064
a914a20e-7219-43e5-929a-a60eeb2b0eba,traditions,Canada,2,3,5,0.016131,A,A_national_symbols,0.643486,0.643486,0.006617,0.03754,0.060591,0.081901,0.018167,0.038627,0.11307
a914a20e-7219-43e5-929a-a60eeb2b0eba,traditions,Canada,3,1,4,0.014983,H,H_appearance,0.393091,0.116843,0.017245,0.11797,0.078789,0.089909,0.043296,0.142858,0.393091
8869939b-17da-472e-8637-58d80e9291e7,traditions,Canada,1,3,3,0.025482,A,A_national_symbols,0.347062,0.347062,0.013638,0.031163,0.231502,0.254797,0.007866,0.014982,0.098988
8869939b-17da-472e-8637-58d80e9291e7,traditions,Canada,2,4,5,0.022931,D,D_food,0.231472,0.191662,0.02457,0.142939,0.231472,0.140668,0.032014,0.040331,0.196344
8869939b-17da-472e-8637-58d80e9291e7,traditions,Canada,3,4,4,0.018525,D,D_food,0.308804,0.212072,0.006706,0.06259,0.308804,0.17468,0.02439,0.038211,0.172547
184d6c08-7237-4f6b-b49d-04b5b2bef635,traditions,Canada,1,3,1,0.047264,A,A_national_symbols,0.616565,0.616565,0.010759,0.076065,0.027282,0.113747,0.014706,0.066254,0.07462
184d6c08-7237-4f6b-b49d-04b5b2bef635,traditions,Canada,2,4,1,0.023669,E,E_script,0.436012,0.363065,0.003509,0.040647,0.020869,0.436012,0.015679,0.037303,0.082916
184d6c08-7237-4f6b-b49d-04b5b2bef635,traditions,Canada,3,2,2,0.022995,A,A_national_symbols,0.530582,0.530582,0.036972,0.021936,0.121185,0.189334,0.021528,0.020911,0.057552
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,food,Canada,1,0,4,0.052567,H,H_appearance,0.405932,0.051158,0.142328,0.065444,0.095613,0.089966,0.043889,0.10567,0.405932
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,food,Canada,2,3,4,0.03964,G,G_landscape,0.516906,0.047615,0.00317,0.018946,0.142845,0.040369,0.015748,0.516906,0.214401
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,food,Canada,3,4,0,0.037848,H,H_appearance,0.298369,0.106484,0.00795,0.039841,0.090494,0.147682,0.013903,0.295277,0.298369
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,food,Canada,1,4,4,1.0,D,D_food,0.325683,0.043425,0.0048,0.055873,0.325683,0.115105,0.034812,0.096626,0.323675
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,food,Canada,2,2,6,1.0,H,H_appearance,0.388059,0.071362,0.037029,0.069099,0.323504,0.041266,0.042422,0.027259,0.388059
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,food,Canada,3,1,4,1.0,D,D_food,0.388718,0.137739,0.003394,0.050654,0.388718,0.026738,0.022599,0.122637,0.247521
0c62e0fb-0aea-49a7-b333-b15a64c8359f,food,Canada,1,2,5,0.078954,D,D_food,0.649502,0.02784,0.000774,0.006167,0.649502,0.012673,0.005186,0.009042,0.288815
0c62e0fb-0aea-49a7-b333-b15a64c8359f,food,Canada,2,1,4,0.073544,D,D_food,0.926474,0.006641,0.002346,0.001934,0.926474,0.018619,0.005354,0.010035,0.028597
0c62e0fb-0aea-49a7-b333-b15a64c8359f,food,Canada,3,4,5,0.073283,D,D_food,0.863157,0.004137,0.002812,0.005108,0.863157,0.016881,0.023131,0.033636,0.051136
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,food,Canada,1,2,1,0.189053,H,H_appearance,0.677351,0.06643,0.012594,0.020959,0.09066,0.069135,0.01666,0.046211,0.677351
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,food,Canada,2,1,2,0.188106,H,H_appearance,0.677351,0.06643,0.012594,0.020959,0.09066,0.069135,0.01666,0.046211,0.677351
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,food,Canada,3,2,2,0.181636,H,H_appearance,0.677351,0.06643,0.012594,0.020959,0.09066,0.069135,0.01666,0.046211,0.677351
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,food,Canada,1,6,6,0.054938,H,H_appearance,0.335527,0.124384,0.00854,0.052358,0.142049,0.298259,0.013516,0.025366,0.335527
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,food,Canada,2,6,1,0.053892,E,E_script,0.242939,0.242156,0.035075,0.044082,0.157498,0.242939,0.023592,0.040125,0.214532
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,food,Canada,3,3,5,0.04922,D,D_food,0.507424,0.056427,0.009974,0.034823,0.507424,0.015867,0.020411,0.037117,0.317957
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,rituals,Canada,1,1,3,0.08289,C,C_architecture,0.393507,0.237717,0.003855,0.393507,0.045164,0.130266,0.009235,0.083813,0.096441
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,rituals,Canada,2,0,5,0.066767,A,A_national_symbols,0.287261,0.287261,0.007921,0.082116,0.082885,0.150756,0.027024,0.203493,0.158546
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,rituals,Canada,3,2,4,0.060627,G,G_landscape,0.712218,0.013094,0.005504,0.118841,0.05023,0.03367,0.005207,0.712218,0.061236
fa9d08f1-413b-4a05-b058-380843d46806,rituals,Canada,1,2,0,0.174038,H,H_appearance,0.70905,0.010436,0.065901,0.062009,0.024969,0.089763,0.028779,0.009093,0.70905
fa9d08f1-413b-4a05-b058-380843d46806,rituals,Canada,2,2,1,0.162767,H,H_appearance,0.318028,0.070722,0.082916,0.201203,0.065423,0.123794,0.089419,0.048495,0.318028
fa9d08f1-413b-4a05-b058-380843d46806,rituals,Canada,3,1,1,0.156737,H,H_appearance,0.28153,0.135047,0.14341,0.083306,0.071203,0.112125,0.09548,0.0779,0.28153
746e8569-1091-499b-8de8-08bce681dd84,rituals,Canada,1,2,3,0.004333,E,E_script,0.24861,0.032556,0.048428,0.082409,0.179277,0.24861,0.236327,0.028132,0.144261
746e8569-1091-499b-8de8-08bce681dd84,rituals,Canada,2,2,1,0.002216,H,H_appearance,0.92573,0.01501,0.007394,0.008505,0.01027,0.017256,0.010374,0.00546,0.92573
746e8569-1091-499b-8de8-08bce681dd84,rituals,Canada,3,2,4,0.002085,F,F_ritual,0.34844,0.007088,0.075721,0.049979,0.195069,0.126329,0.34844,0.009372,0.188001
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,rituals,Canada,1,2,3,0.169984,E,E_script,0.271645,0.242187,0.003496,0.058593,0.104213,0.271645,0.052911,0.020638,0.246316
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,rituals,Canada,2,3,3,0.166499,D,D_food,0.514872,0.089737,0.011045,0.153327,0.514872,0.085062,0.036235,0.063657,0.046066
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,rituals,Canada,3,3,4,0.052441,E,E_script,0.285495,0.181121,0.011855,0.11595,0.107557,0.285495,0.01464,0.087987,0.195396
318807ce-d521-41f7-b9b2-e533deb7a178,clothing,Canada,1,1,3,0.158816,D,D_food,0.39494,0.041271,0.003107,0.340935,0.39494,0.059228,0.008847,0.071016,0.080656
318807ce-d521-41f7-b9b2-e533deb7a178,clothing,Canada,2,6,6,0.098244,D,D_food,0.425293,0.067695,0.008738,0.073638,0.425293,0.083505,0.032466,0.030304,0.278361
318807ce-d521-41f7-b9b2-e533deb7a178,clothing,Canada,3,3,5,0.089684,B,B_clothing,0.613335,0.062587,0.613335,0.021045,0.024286,0.031347,0.036008,0.018784,0.192609
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,clothing,Canada,1,2,3,0.00407,H,H_appearance,0.282489,0.065302,0.262673,0.086825,0.137802,0.082892,0.021443,0.060573,0.282489
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,clothing,Canada,2,1,4,0.003657,D,D_food,0.41487,0.013993,0.023342,0.10248,0.41487,0.109373,0.105879,0.081587,0.148476
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,clothing,Canada,3,3,2,0.003006,G,G_landscape,0.339934,0.053191,0.014982,0.025936,0.144976,0.169899,0.020947,0.339934,0.230136
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,clothing,Canada,1,5,3,0.116323,A,A_national_symbols,0.330029,0.330029,0.150477,0.050442,0.046553,0.024526,0.10329,0.01599,0.278694
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,clothing,Canada,2,2,3,0.107361,H,H_appearance,0.391738,0.017608,0.084409,0.051338,0.201116,0.132304,0.019301,0.102186,0.391738
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,clothing,Canada,3,1,3,0.104343,D,D_food,0.567499,0.018823,0.012604,0.02186,0.567499,0.129302,0.076948,0.076824,0.096139
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,clothing,Canada,1,3,3,0.001748,A,A_national_symbols,0.433325,0.433325,0.006356,0.136098,0.066307,0.286763,0.014046,0.028712,0.028394
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,clothing,Canada,2,2,3,0.000909,A,A_national_symbols,0.676374,0.676374,0.03243,0.041656,0.043908,0.112354,0.018871,0.023685,0.050723
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,clothing,Canada,3,4,3,0.000733,E,E_script,0.281183,0.229659,0.052551,0.045372,0.088442,0.281183,0.017272,0.026726,0.258795
87161e09-edf6-46a7-acf4-1d2ba9f61348,clothing,Canada,1,2,3,0.115767,E,E_script,0.436519,0.059574,0.014156,0.046729,0.079705,0.436519,0.021281,0.062796,0.27924
87161e09-edf6-46a7-acf4-1d2ba9f61348,clothing,Canada,2,6,6,0.089168,H,H_appearance,0.442524,0.018905,0.009484,0.098207,0.225282,0.153465,0.018406,0.033727,0.442524
87161e09-edf6-46a7-acf4-1d2ba9f61348,clothing,Canada,3,0,3,0.065939,H,H_appearance,0.417584,0.034627,0.016077,0.060785,0.190555,0.212263,0.030274,0.037836,0.417584
31824d6c-cdda-43df-9792-17cb3f44217d,traditions,Nigeria,1,1,4,-0.064041,E,E_script,0.446548,0.396541,0.03301,0.021687,0.015729,0.446548,0.004647,0.002257,0.079581
31824d6c-cdda-43df-9792-17cb3f44217d,traditions,Nigeria,2,4,6,-0.06903,H,H_appearance,0.524215,0.035052,0.040368,0.046133,0.09234,0.207526,0.021307,0.033059,0.524215
31824d6c-cdda-43df-9792-17cb3f44217d,traditions,Nigeria,3,4,1,-0.069696,H,H_appearance,0.34091,0.219934,0.147005,0.04471,0.099639,0.118654,0.011218,0.01793,0.34091
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,traditions,Nigeria,1,3,2,0.171403,D,D_food,0.508258,0.080979,0.011494,0.022045,0.508258,0.044573,0.029912,0.094275,0.208464
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,traditions,Nigeria,2,2,2,0.152443,D,D_food,0.323726,0.06185,0.005688,0.019993,0.323726,0.229088,0.037913,0.11319,0.208552
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,traditions,Nigeria,3,2,5,0.130619,D,D_food,0.395303,0.062786,0.006078,0.020215,0.395303,0.185854,0.04397,0.12264,0.163153
a2ccb005-d747-43f8-8315-2518a1ece07d,traditions,Nigeria,1,3,6,0.044245,G,G_landscape,0.304223,0.046302,0.092889,0.03116,0.114234,0.069129,0.045982,0.304223,0.296082
a2ccb005-d747-43f8-8315-2518a1ece07d,traditions,Nigeria,2,2,5,0.033847,H,H_appearance,0.333768,0.021831,0.068142,0.063807,0.169939,0.130644,0.073233,0.138635,0.333768
a2ccb005-d747-43f8-8315-2518a1ece07d,traditions,Nigeria,3,5,4,0.032647,G,G_landscape,0.412049,0.026731,0.035767,0.027727,0.090826,0.030026,0.024804,0.412049,0.35207
