u_id,model,pred_country,correct,auc_ranked,auc_random,auc_gap,conf_step0,conf_step1,conf_step2,conf_step3,conf_step4,conf_step5,conf_step6,conf_step7,conf_step8,conf_step9,conf_step10
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,internvl2,China,True,0.20687,0.27414,-0.06727,0.86055,0.36071,0.31961,0.1855,0.09714,0.16391,0.16723,0.18275,0.10287,0.04485,0.02776
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,internvl2,China,True,0.49775,0.85256,-0.35481,0.97767,0.97753,0.697,0.69957,0.76174,0.87714,0.20132,0.07968,0.09359,0.07507,0.052
a8f5c325-4cc4-4371-bd45-5d19156de028,internvl2,China,True,0.72784,0.86486,-0.13702,0.96372,0.87603,0.93261,0.89632,0.95313,0.9608,0.91449,0.88862,0.30394,0.04679,0.04761
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,internvl2,Brazil,False,0.10252,0.19425,-0.09172,0.4282,0.11344,0.0722,0.07223,0.07208,0.0673,0.10773,0.09596,0.11967,0.05932,0.06236
22bb7d28-bb29-4a85-af25-85f66ce70d52,internvl2,India,False,0.1095,0.17339,-0.06389,0.02035,0.03102,0.03549,0.02049,0.10691,0.15199,0.19766,0.18506,0.16928,0.12689,0.12014
4c169dc1-0511-4867-803b-2c5724589072,internvl2,China,True,0.44322,0.49479,-0.05157,0.93669,0.89,0.69716,0.55748,0.56379,0.41054,0.53844,0.1443,0.10068,0.04412,0.03476
d6bdefc4-d83f-4df5-a2c0-74ce4bb3dbea,internvl2,China,True,0.60222,0.72169,-0.11947,0.93817,0.90386,0.85866,0.88026,0.82446,0.70781,0.61352,0.26494,0.39002,0.08171,0.0558
aa454b8a-ea44-47d8-bfc5-8e0691affc18,internvl2,China,True,0.5571,0.44231,0.1148,0.96847,0.98155,0.95681,0.95251,0.94315,0.90389,0.13293,0.0582,0.08385,0.05154,0.04475
c4ba628f-6ccc-4659-88e0-989cf36c6b66,internvl2,Canada,True,0.50849,0.59391,-0.08542,0.99584,0.99167,0.99121,0.97166,0.46276,0.52554,0.35948,0.11881,0.07695,0.0541,0.06967
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,internvl2,Germany,False,0.22379,0.18234,0.04144,0.44448,0.17398,0.19604,0.24599,0.21695,0.21262,0.24816,0.20932,0.21131,0.26607,0.07036
48cb84ac-f6c8-41d5-a8bd-433790fd4228,internvl2,Brazil,False,0.06023,0.06747,-0.00724,0.05305,0.04653,0.0711,0.06116,0.06265,0.07044,0.06308,0.05353,0.04875,0.06775,0.06162
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,internvl2,Turkey,False,0.17972,0.2014,-0.02168,0.63434,0.34523,0.32954,0.09346,0.16591,0.14063,0.14203,0.09188,0.07471,0.08062,0.03198
96b37654-4373-4743-981d-ef25317c602a,internvl2,Brazil,False,0.06974,0.07454,-0.0048,0.03581,0.05518,0.06434,0.05784,0.07087,0.07391,0.07191,0.08282,0.07818,0.08472,0.0795
a2ebb579-6a95-4ef6-90d3-7472f9739d27,internvl2,Brazil,False,0.07434,0.11542,-0.04108,0.06296,0.08326,0.07307,0.0707,0.05243,0.06394,0.05687,0.0705,0.10042,0.0941,0.09327
734acb99-0962-4131-b4f7-725c20411db8,internvl2,Canada,True,0.41172,0.39641,0.01531,0.962,0.45325,0.31993,0.66977,0.69519,0.57893,0.40286,0.19634,0.11827,0.16698,0.06931
a914a20e-7219-43e5-929a-a60eeb2b0eba,internvl2,USA,False,0.18975,0.24218,-0.05243,0.68477,0.37888,0.20974,0.22059,0.15222,0.14483,0.10252,0.05139,0.09513,0.16083,0.07795
8869939b-17da-472e-8637-58d80e9291e7,internvl2,Brazil,False,0.07913,0.09665,-0.01752,0.09392,0.10088,0.07717,0.08864,0.06236,0.0729,0.07994,0.0559,0.06333,0.0871,0.11229
184d6c08-7237-4f6b-b49d-04b5b2bef635,internvl2,USA,False,0.05816,0.05816,-1e-05,0.00878,0.03509,0.06388,0.0246,0.07602,0.09275,0.04595,0.03661,0.11879,0.05959,0.04779
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,internvl2,Brazil,False,0.15673,0.11688,0.03985,0.18608,0.19665,0.13208,0.1717,0.12112,0.18069,0.18724,0.16704,0.17132,0.08621,0.12037
6c905b2d-0ff6-4c21-b0ef-50861a2cc2b5,internvl2,USA,False,0.11513,0.12671,-0.01159,0.1008,0.1427,0.09237,0.0886,0.10941,0.11395,0.13498,0.14397,0.15963,0.1039,0.02274
0c62e0fb-0aea-49a7-b333-b15a64c8359f,internvl2,USA,False,0.14413,0.10693,0.0372,0.25824,0.17607,0.15105,0.17444,0.14194,0.12265,0.24689,0.1555,0.0847,0.04039,0.0372
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,internvl2,USA,False,0.09054,0.08106,0.00948,0.20525,0.14193,0.0929,0.10381,0.05202,0.05803,0.08648,0.07729,0.0931,0.04835,0.09774
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,internvl2,Brazil,False,0.11666,0.1132,0.00346,0.1415,0.08132,0.08474,0.09252,0.13103,0.09803,0.19416,0.15837,0.1637,0.05729,0.06939
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,internvl2,Brazil,False,0.28896,0.21191,0.07705,0.28255,0.30928,0.32074,0.39087,0.36881,0.35662,0.34697,0.23018,0.24255,0.12728,0.10997
4f04c1f6-a284-4219-9412-beacc222f51d,internvl2,Brazil,False,0.05272,0.04373,0.00899,0.06071,0.03163,0.04471,0.04196,0.0425,0.03651,0.05515,0.10959,0.06015,0.04125,0.0668
fa9d08f1-413b-4a05-b058-380843d46806,internvl2,USA,False,0.09964,0.07892,0.02072,0.07709,0.10023,0.055,0.09399,0.06881,0.16395,0.1313,0.15069,0.11003,0.06886,0.02995
746e8569-1091-499b-8de8-08bce681dd84,internvl2,Canada,True,0.92752,0.76083,0.16669,0.98419,0.98562,0.98481,0.98808,0.98442,0.98438,0.98116,0.96679,0.96386,0.91878,0.05029
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,internvl2,Turkey,False,0.03365,0.04153,-0.00788,0.06991,0.03845,0.04061,0.04361,0.03212,0.02931,0.02836,0.02024,0.02897,0.02104,0.03776
318807ce-d521-41f7-b9b2-e533deb7a178,internvl2,USA,False,0.30839,0.33206,-0.02367,0.73182,0.6129,0.60206,0.29147,0.27214,0.26148,0.25785,0.1565,0.09766,0.15599,0.01985
acd68d0e-9d10-40ef-9fd1-cbdc720808ef,internvl2,Canada,True,0.29427,0.74408,-0.44981,0.9986,0.94455,0.87227,0.22474,0.02392,0.02822,0.07019,0.06664,0.10893,0.07678,0.05437
591a4da1-0a04-4dc6-ba4e-a3526dbce1c6,internvl2,Canada,True,0.49116,0.58521,-0.09405,0.66989,0.51201,0.55077,0.61473,0.6062,0.50689,0.58127,0.57357,0.4884,0.10679,0.07207
bfa7333e-1ab0-4ebc-b11c-d7c0cc5a9e8c,internvl2,Canada,True,0.74537,0.9342,-0.18883,0.98943,0.98628,0.98784,0.98523,0.98822,0.98201,0.98509,0.67199,0.29716,0.05291,0.04444
87161e09-edf6-46a7-acf4-1d2ba9f61348,internvl2,Canada,True,0.60012,0.49819,0.10193,0.46028,0.48197,0.50974,0.59097,0.66862,0.67164,0.66134,0.8503,0.7808,0.53383,0.04375
31824d6c-cdda-43df-9792-17cb3f44217d,internvl2,Nigeria,True,0.31778,0.27378,0.044,0.09029,0.31154,0.35559,0.37706,0.29391,0.26786,0.3878,0.51751,0.28131,0.29688,0.08643
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,internvl2,Brazil,False,0.15305,0.19961,-0.04656,0.21216,0.15182,0.17789,0.1631,0.19081,0.14122,0.18548,0.11642,0.10851,0.14374,0.09081
a2ccb005-d747-43f8-8315-2518a1ece07d,internvl2,Turkey,False,0.03671,0.03774,-0.00104,0.06631,0.04378,0.02908,0.021,0.02264,0.0208,0.03019,0.05438,0.05755,0.03843,0.03213
bb027c12-2666-421b-a523-4bd7c4c30f20,internvl2,Brazil,False,0.13288,0.08977,0.04311,0.17885,0.14522,0.1038,0.17007,0.16504,0.11266,0.14892,0.17007,0.12324,0.07321,0.05434
4713f5b0-48da-4ab5-99bc-ffe12d7d62fa,internvl2,Nigeria,True,0.15637,0.17225,-0.01588,0.1329,0.1141,0.16323,0.2234,0.21161,0.16516,0.19853,0.14872,0.16534,0.04724,0.11978
98b439d0-91bc-40ba-8d77-ec2889c96666,internvl2,Nigeria,True,0.68826,0.57894,0.10932,0.61901,0.67223,0.64733,0.58811,0.60688,0.64593,0.69509,0.83786,0.86204,0.8892,0.2568
4457fdf9-a623-41bd-8a0d-fd42128f38b3,internvl2,Nigeria,True,0.61642,0.75327,-0.13685,0.7313,0.66627,0.79847,0.68326,0.63026,0.67048,0.42655,0.47937,0.70357,0.60709,0.26644
2c1bd295-9cde-47af-af0e-202c03272d01,internvl2,Brazil,False,0.01394,0.02588,-0.01193,0.00611,0.00661,0.00822,0.01479,0.00976,0.00847,0.01291,0.00701,0.00668,0.00672,0.11043
da343301-2fc3-42b9-9d8e-7f90b000f00f,internvl2,Ethiopia,False,0.06912,0.07336,-0.00424,0.02454,0.02302,0.07001,0.05155,0.04962,0.05171,0.05027,0.09063,0.09608,0.13988,0.11235
c717f3a6-7b14-4f61-b395-89d63b0c6e73,internvl2,Nigeria,True,0.46901,0.541,-0.072,0.54282,0.63664,0.76916,0.52637,0.20254,0.33336,0.41216,0.48209,0.60866,0.3753,0.14474
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,internvl2,Brazil,False,0.04167,0.05285,-0.01118,0.06453,0.08109,0.04472,0.03787,0.02364,0.02499,0.04019,0.03886,0.02892,0.02798,0.07242
6e72fc43-14d2-40a5-863c-62d14dc5facb,internvl2,Nigeria,True,0.64526,0.74671,-0.10145,0.58846,0.64707,0.87922,0.87171,0.79381,0.78494,0.59154,0.84186,0.44439,0.21298,0.18169
60c2f1e2-820c-4c10-a873-af1a75d9e4db,internvl2,Nigeria,True,0.65947,0.84812,-0.18866,0.99608,0.99165,0.97807,0.98443,0.95744,0.76954,0.78277,0.23608,0.16217,0.14983,0.16928
0ce7d616-31bd-4eac-99ec-195e0172b4fc,internvl2,Nigeria,True,0.23892,0.21334,0.02558,0.04061,0.1065,0.27424,0.38303,0.40298,0.25074,0.24513,0.22775,0.23535,0.18959,0.10721
3a181f33-846c-43f8-8512-5919ce7088bf,internvl2,Iran,False,0.03889,0.00794,0.03095,0.00473,0.00473,0.00464,0.00375,0.0034,0.00309,0.01358,0.0087,0.17775,0.14113,0.05148
67fa11a3-fa1f-4817-a189-87f38daf3011,internvl2,Brazil,False,0.07541,0.07556,-0.00015,0.10643,0.09487,0.09587,0.06797,0.08502,0.07425,0.06993,0.07533,0.05231,0.03926,0.09214
6518121e-ba08-4e76-aa33-2c2e00598fdd,internvl2,Nigeria,True,0.64954,0.63538,0.01416,0.44355,0.79952,0.57629,0.81064,0.86849,0.94209,0.72455,0.56628,0.54888,0.35434,0.16499
dc012abe-5e86-41c4-b740-a9e91a0fe240,internvl2,Nigeria,True,0.30765,0.37578,-0.06813,0.49267,0.33696,0.31295,0.35102,0.41923,0.38274,0.42777,0.20896,0.17902,0.13947,0.14417
3b78bd2d-5f55-4480-8637-ccc22c549402,internvl2,Nigeria,True,0.56773,0.53332,0.03441,0.95835,0.95122,0.96522,0.73568,0.35163,0.68265,0.43919,0.3516,0.35921,0.24626,0.23095
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,internvl2,India,False,0.04788,0.15684,-0.10896,0.01242,0.01703,0.02497,0.03651,0.01511,0.03535,0.0411,0.04085,0.02697,0.15588,0.15773
ecd4f0c8-0bb6-4a35-ac36-66588d7d4185,internvl2,Brazil,False,0.06792,0.08536,-0.01744,0.13213,0.10503,0.06266,0.06294,0.05621,0.06403,0.0601,0.05054,0.0484,0.05055,0.10528
69a710fd-f216-43b8-9ec6-8fd324c49690,internvl2,Brazil,False,0.04458,0.04499,-0.00041,0.03521,0.04554,0.0424,0.02933,0.03214,0.03074,0.0404,0.03719,0.07419,0.05483,0.08289
30beeebf-ea67-484f-93a7-2cfd29242fe4,internvl2,Ethiopia,False,0.05181,0.04309,0.00873,0.00687,0.00989,0.00937,0.00919,0.01038,0.01913,0.01506,0.0304,0.08352,0.18574,0.28403
6edf17b0-f94a-42d4-b233-4234439deda4,internvl2,Brazil,False,0.04371,0.05238,-0.00867,0.0193,0.03334,0.04114,0.03499,0.04065,0.04394,0.0403,0.07392,0.07158,0.01506,0.065
c6582a96-d4df-4b5a-8a86-3652687aa1e8,internvl2,Nigeria,True,0.2137,0.34368,-0.12999,0.27257,0.23806,0.43395,0.26859,0.17872,0.16185,0.16619,0.12647,0.13617,0.23131,0.11871
13f37320-7bb5-4232-9bf2-8f28c57c4582,internvl2,USA,True,0.22903,0.1979,0.03113,0.4295,0.44342,0.39368,0.3289,0.25606,0.23686,0.13889,0.15116,0.04064,0.07429,0.02329
9e63b44b-6f24-4288-9b27-8626e11bf0a3,internvl2,Brazil,False,0.05973,0.04778,0.01194,0.02294,0.03756,0.0488,0.04519,0.06345,0.06503,0.0566,0.05412,0.05373,0.1155,0.09162
a2dcde1c-1b2c-4936-ac07-8e912413e23e,internvl2,Turkey,False,0.0923,0.13211,-0.03981,0.60949,0.09728,0.08297,0.05175,0.04981,0.06719,0.07397,0.06811,0.04523,0.06152,0.04078
6f5bf0aa-f72d-4e5d-8ac8-bcc1761d0f8a,internvl2,USA,True,0.10652,0.16703,-0.06051,0.57137,0.17828,0.1588,0.13366,0.06427,0.03682,0.04991,0.02613,0.04253,0.06695,0.04436
41388d0a-c0cd-4947-a415-db9ba4893bcd,internvl2,USA,True,0.24107,0.31058,-0.06951,0.73371,0.39391,0.19803,0.17996,0.25344,0.27075,0.36487,0.19625,0.12242,0.04792,0.03259
4455c508-07a5-483c-a247-92904d635fee,internvl2,Brazil,False,0.04509,0.04517,-8e-05,0.03027,0.03394,0.0422,0.03831,0.04579,0.04061,0.03933,0.04675,0.04329,0.0456,0.11993
9e592190-7413-4778-8631-3908e7577661,internvl2,Ethiopia,False,0.81233,0.64788,0.16445,0.97802,0.96683,0.97297,0.95103,0.96237,0.94202,0.91784,0.754,0.57851,0.48974,0.19802
a6b53f36-7864-4876-a058-7e0be321388b,internvl2,USA,True,0.12054,0.16867,-0.04813,0.19636,0.43497,0.24586,0.10505,0.06096,0.0847,0.0379,0.03852,0.05901,0.02628,0.02796
5473783d-ba57-45b2-8414-33eb26c36ccf,internvl2,USA,True,0.20177,0.28618,-0.08441,0.41005,0.16166,0.24951,0.1701,0.19618,0.24965,0.25291,0.27926,0.13971,0.07623,0.07487
89df03ce-b19f-474d-8f36-e9b41be7d3d5,internvl2,USA,True,0.06887,0.18569,-0.11681,0.73367,0.06362,0.02695,0.0162,0.01898,0.01898,0.01596,0.05789,0.07726,0.01586,0.02038
7d6f190c-4df7-4306-a1e9-b87ed1e3087c,internvl2,China,False,0.10746,0.09404,0.01343,0.02026,0.08182,0.10827,0.11454,0.10909,0.12917,0.09077,0.14281,0.16924,0.09788,0.04179
ff57c370-a704-49a2-8662-f040dca197df,internvl2,Brazil,False,0.12421,0.09792,0.02629,0.20051,0.20051,0.11427,0.08013,0.10898,0.09461,0.12499,0.12891,0.1255,0.11539,0.09707
87a16f79-2e21-4b11-93b2-4871169911e7,internvl2,USA,True,0.57817,0.742,-0.16383,0.97582,0.6588,0.67254,0.76811,0.64594,0.56317,0.51712,0.57709,0.63536,0.24032,0.03061
1880497c-e945-4689-839e-03022a70d7a7,internvl2,USA,True,0.35785,0.27738,0.08047,0.85652,0.64137,0.72668,0.55475,0.41053,0.28617,0.15228,0.20076,0.10286,0.03908,0.07142
4436f0b0-f4fe-4383-911d-4640c75d9018,internvl2,Nigeria,False,0.06622,0.07411,-0.00789,0.02367,0.021,0.02287,0.02732,0.02944,0.07994,0.08981,0.06494,0.08754,0.15379,0.14749
46718728-a72a-4651-a2dc-d9d39b32ab74,internvl2,Brazil,False,0.06549,0.07265,-0.00716,0.06311,0.10428,0.08252,0.07593,0.05662,0.08003,0.06541,0.03724,0.03659,0.04223,0.08494
87cc957e-bd81-4ea9-8d40-d6d9bce4ec76,internvl2,USA,True,0.08359,0.07111,0.01248,0.12692,0.13024,0.12023,0.07505,0.06293,0.06077,0.07164,0.05499,0.05838,0.09086,0.09461
2b697bc6-809b-4d92-aa10-10c31472acaa,internvl2,USA,True,0.12262,0.13701,-0.01439,0.35864,0.19923,0.14563,0.1714,0.10519,0.08584,0.07579,0.09541,0.0881,0.05608,0.04833
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,internvl2,Rwanda,False,0.04285,0.02257,0.02028,0.01651,0.0258,0.02794,0.04058,0.01766,0.02173,0.07228,0.07968,0.05672,0.01357,0.12849
b6aaf31f-d668-4f6e-9d34-c7ecbfa7c8a8,internvl2,USA,True,0.37509,0.57557,-0.20048,0.88462,0.54906,0.34864,0.32552,0.45643,0.48097,0.487,0.24117,0.21,0.14678,0.12616
9f2b9f74-faa4-4b54-a4f1-aa65e32cb9f9,internvl2,Brazil,False,0.11595,0.09688,0.01907,0.05861,0.05095,0.06734,0.08027,0.09708,0.14361,0.16914,0.20479,0.15293,0.13353,0.06103
7cd63749-44d8-4024-ac6c-727bde0ae91a,internvl2,USA,True,0.11495,0.1846,-0.06965,0.38284,0.06802,0.07151,0.17174,0.12558,0.11986,0.12762,0.12617,0.08289,0.0444,0.04056
dca004c5-3d95-44e6-95ef-8116165e04a3,internvl2,USA,True,0.19053,0.16843,0.0221,0.31771,0.1495,0.21117,0.28613,0.25553,0.23293,0.18993,0.18404,0.17077,0.03995,0.05297
d527b146-00a1-41fb-8671-6114ee9cabb9,internvl2,USA,True,0.36916,0.19276,0.1764,0.75707,0.38561,0.28936,0.28843,0.26007,0.30273,0.33899,0.33402,0.41523,0.67923,0.03884
2fd3e1c4-4980-4f7d-8876-69cd79654a75,internvl2,Brazil,False,0.11595,0.09532,0.02062,0.05861,0.05095,0.06734,0.08027,0.09708,0.14361,0.16914,0.20479,0.15293,0.13353,0.06103
41e6fcd3-a802-4639-a9f3-3943c6b1242a,internvl2,Canada,False,0.09493,0.14635,-0.05142,0.11812,0.09734,0.08044,0.09316,0.12407,0.08561,0.13021,0.06773,0.05533,0.13091,0.05078
6a8d47c3-55db-4f2d-b7e0-6c25b6a268c8,internvl2,USA,False,0.08253,0.11602,-0.0335,0.31117,0.12011,0.08343,0.05368,0.08307,0.07301,0.05123,0.07265,0.06814,0.04794,0.03282
b577985c-6eca-41d4-805c-13fdb8822df8,internvl2,India,True,0.53316,0.67721,-0.14406,0.94319,0.88902,0.72424,0.70345,0.75233,0.8356,0.75913,0.03242,0.03143,0.04874,0.16727
fdc20e45-b3db-48bd-946b-8969194f3fde,internvl2,Brazil,False,0.08419,0.08758,-0.00338,0.06553,0.08539,0.09856,0.09376,0.07392,0.08697,0.06076,0.08298,0.0799,0.11378,0.06626
9844e1be-1620-44ee-ac68-57ae9d58ab4f,internvl2,India,True,0.51036,0.59195,-0.08159,0.98761,0.91103,0.75392,0.68096,0.73642,0.46218,0.33578,0.38535,0.12215,0.16763,0.10874
eced265e-c274-45b9-9e1d-16ab6fbad9cd,internvl2,India,True,0.72315,0.681,0.04215,0.95541,0.94148,0.90709,0.92646,0.90846,0.89263,0.82179,0.7365,0.40519,0.14495,0.13845
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,internvl2,India,True,0.53057,0.80022,-0.26964,0.89819,0.91921,0.87345,0.93876,0.87544,0.25233,0.23225,0.32913,0.20003,0.15135,0.1694
0c06402c-32eb-4fb0-bd5c-3d8ce5f6e9e2,internvl2,India,True,0.48492,0.61484,-0.12992,0.92023,0.86379,0.85023,0.64817,0.43255,0.43184,0.43056,0.27409,0.22444,0.18923,0.0884
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,internvl2,India,True,0.47963,0.69096,-0.21133,0.96986,0.88283,0.8337,0.76023,0.71501,0.38154,0.18047,0.20648,0.14238,0.16482,0.08781
520f8c8b-3426-4a8e-affd-07b0c26f954b,internvl2,India,True,0.52673,0.56681,-0.04009,0.82473,0.89735,0.79109,0.72517,0.52769,0.44704,0.7086,0.27238,0.24972,0.17956,0.11262
d4d631c2-4c15-4f43-b3bb-bd1fe3157b64,internvl2,Canada,False,0.0767,0.06709,0.00961,0.03925,0.04418,0.03029,0.0463,0.04907,0.0536,0.06773,0.11409,0.13091,0.17296,0.07658
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,internvl2,Brazil,False,0.02305,0.02467,-0.00162,0.00314,0.00357,0.00695,0.01476,0.00778,0.01415,0.01899,0.02259,0.05531,0.04,0.08968
be330458-bfe8-4b6d-ab4f-0e121faca59d,internvl2,India,True,0.77152,0.79316,-0.02164,0.69549,0.90822,0.83778,0.89336,0.92812,0.8996,0.81435,0.76215,0.79249,0.47044,0.12197
ae89905e-966f-43f0-8c0f-cc4ce1b87ac1,internvl2,Iran,False,0.09898,0.13331,-0.03433,0.28457,0.14373,0.07568,0.16462,0.08876,0.07502,0.06334,0.07365,0.07319,0.05548,0.06807
3156bba1-7c6d-417e-8841-d6319dc7e3af,internvl2,Brazil,False,0.151,0.13859,0.01241,0.28592,0.14792,0.14611,0.10501,0.13455,0.12981,0.17746,0.14524,0.22187,0.13088,0.05647
dad09341-9891-4f9e-b292-1f834f9fedc4,internvl2,Brazil,False,0.03611,0.04551,-0.0094,0.06759,0.02742,0.03126,0.0384,0.04244,0.04197,0.02628,0.02385,0.02895,0.03887,0.05574
9e192054-6b30-44b3-841f-785853bfe7e4,internvl2,China,False,0.07556,0.06799,0.00758,0.16685,0.09195,0.13549,0.09609,0.06907,0.09263,0.07924,0.0398,0.02638,0.02504,0.03302
4048bef4-586f-466a-8f53-3a1332979fcd,internvl2,India,True,0.18575,0.25041,-0.06465,0.37607,0.27735,0.28065,0.21317,0.18,0.11751,0.15754,0.13609,0.14876,0.11312,0.09058
c62249de-cc8b-43b7-aa90-842dbd8d89e2,internvl2,China,False,0.1445,0.26504,-0.12054,0.38791,0.26231,0.13113,0.18181,0.18081,0.16942,0.08844,0.11824,0.06087,0.02766,0.06076
6ec6b59a-9126-4462-89ee-df55d996f4ab,internvl2,Brazil,False,0.06479,0.05353,0.01126,0.01185,0.0036,0.01195,0.05618,0.05988,0.11342,0.11271,0.07308,0.07906,0.0874,0.08946
5c7b7038-b58d-4a21-b867-b7a72612ff55,internvl2,India,True,0.44582,0.60307,-0.15725,0.44585,0.78481,0.80632,0.56891,0.58292,0.51925,0.3351,0.18759,0.19192,0.18574,0.14547
39e397ed-fa8c-40ee-974d-b2f01e397e64,internvl2,India,True,0.17187,0.20605,-0.03418,0.16805,0.21149,0.24713,0.1585,0.22689,0.19582,0.16466,0.13679,0.10272,0.14858,0.08412
a82f3319-8037-44df-bcab-0d39d14590e6,internvl2,Turkey,False,0.04461,0.03284,0.01177,0.04014,0.0317,0.04743,0.05733,0.05621,0.03184,0.05428,0.04446,0.04453,0.02982,0.05678
3bbeaac4-39d5-449f-b8e0-69a66bbb9400,internvl2,India,True,0.15145,0.15214,-0.00069,0.32299,0.17838,0.17067,0.1493,0.17659,0.17971,0.11437,0.13149,0.12134,0.08523,0.09183
4e2b3e11-9de8-4bfb-99c2-0bac3f7c7618,internvl2,China,False,0.05428,0.05688,-0.0026,0.0973,0.0578,0.06009,0.05519,0.07591,0.05744,0.03748,0.03042,0.03966,0.05288,0.05455
e43999fc-df28-41f1-982f-64a51d79acb7,internvl2,Turkey,True,0.07251,0.11316,-0.04064,0.40305,0.12864,0.07716,0.04911,0.05928,0.06016,0.04044,0.02809,0.03675,0.02143,0.04505
c3a1ddb5-f12f-4806-bda6-4189d38228d7,internvl2,Turkey,True,0.39001,0.4637,-0.07369,0.9871,0.87985,0.89161,0.85438,0.37106,0.11381,0.08501,0.04475,0.05695,0.09064,0.03698
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,internvl2,Turkey,True,0.58609,0.72202,-0.13593,0.99175,0.97633,0.93671,0.8959,0.79665,0.75008,0.8183,0.0535,0.06269,0.05281,0.04407
2b049977-6bfc-4a19-b59a-c9e2beffab94,internvl2,Brazil,False,0.11117,0.10415,0.00702,0.07685,0.084,0.07832,0.09706,0.14451,0.12534,0.13389,0.14801,0.11556,0.1052,0.08285
2329409d-2712-4aa5-96d1-2cd16298f150,internvl2,Brazil,False,0.04833,0.04411,0.00422,0.00197,0.01448,0.03614,0.02473,0.02833,0.03899,0.03468,0.0438,0.11641,0.11406,0.06141
