u_id,model,pred_country,correct,auc_ranked,auc_random,auc_gap
a2dcde1c-1b2c-4936-ac07-8e912413e23e,clip,Turkey,False,0.48478,0.22352,0.26126
6f5bf0aa-f72d-4e5d-8ac8-bcc1761d0f8a,clip,USA,True,0.33774,0.2374,0.10034
41388d0a-c0cd-4947-a415-db9ba4893bcd,clip,USA,True,0.65126,0.42758,0.22369
4455c508-07a5-483c-a247-92904d635fee,clip,USA,True,0.25613,0.10971,0.14642
9e592190-7413-4778-8631-3908e7577661,clip,Ethiopia,False,0.90868,0.79964,0.10903
a6b53f36-7864-4876-a058-7e0be321388b,clip,USA,True,0.30032,0.16505,0.13527
5473783d-ba57-45b2-8414-33eb26c36ccf,clip,USA,True,0.35746,0.25073,0.10673
89df03ce-b19f-474d-8f36-e9b41be7d3d5,clip,USA,True,0.43066,0.16725,0.26341
7d6f190c-4df7-4306-a1e9-b87ed1e3087c,clip,USA,True,0.47828,0.22047,0.25782
ff57c370-a704-49a2-8662-f040dca197df,clip,USA,True,0.15174,0.09758,0.05415
87a16f79-2e21-4b11-93b2-4871169911e7,clip,USA,True,0.92636,0.74931,0.17705
1880497c-e945-4689-839e-03022a70d7a7,clip,USA,True,0.82759,0.75024,0.07735
4436f0b0-f4fe-4383-911d-4640c75d9018,clip,Ethiopia,False,0.30851,0.12245,0.18605
46718728-a72a-4651-a2dc-d9d39b32ab74,clip,USA,True,0.09925,0.10657,-0.00732
87cc957e-bd81-4ea9-8d40-d6d9bce4ec76,clip,Turkey,False,0.21408,0.16573,0.04835
2b697bc6-809b-4d92-aa10-10c31472acaa,clip,USA,True,0.27997,0.15527,0.1247
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,clip,Nigeria,False,0.88424,0.69002,0.19422
b6aaf31f-d668-4f6e-9d34-c7ecbfa7c8a8,clip,USA,True,0.81949,0.83344,-0.01395
9f2b9f74-faa4-4b54-a4f1-aa65e32cb9f9,clip,Rwanda,False,0.1819,0.17607,0.00583
7cd63749-44d8-4024-ac6c-727bde0ae91a,clip,Germany,False,0.08435,0.11763,-0.03327
dca004c5-3d95-44e6-95ef-8116165e04a3,clip,USA,True,0.26804,0.25782,0.01022
d527b146-00a1-41fb-8671-6114ee9cabb9,clip,USA,True,0.80574,0.59462,0.21112
2fd3e1c4-4980-4f7d-8876-69cd79654a75,clip,Rwanda,False,0.1819,0.21885,-0.03695
41e6fcd3-a802-4639-a9f3-3943c6b1242a,clip,China,False,0.31055,0.15416,0.1564
6a8d47c3-55db-4f2d-b7e0-6c25b6a268c8,clip,USA,False,0.22517,0.08339,0.14178
b577985c-6eca-41d4-805c-13fdb8822df8,clip,India,True,0.93413,0.88217,0.05197
fdc20e45-b3db-48bd-946b-8969194f3fde,clip,Rwanda,False,0.30583,0.32453,-0.0187
9844e1be-1620-44ee-ac68-57ae9d58ab4f,clip,India,True,0.90919,0.73302,0.17618
eced265e-c274-45b9-9e1d-16ab6fbad9cd,clip,India,True,0.7171,0.50773,0.20937
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,clip,India,True,0.87041,0.83594,0.03448
0c06402c-32eb-4fb0-bd5c-3d8ce5f6e9e2,clip,India,True,0.91361,0.83758,0.07603
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,clip,India,True,0.89793,0.72062,0.17731
520f8c8b-3426-4a8e-affd-07b0c26f954b,clip,India,True,0.47879,0.65945,-0.18066
d4d631c2-4c15-4f43-b3bb-bd1fe3157b64,clip,India,True,0.56431,0.38036,0.18395
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,clip,Canada,False,0.39303,0.18078,0.21225
be330458-bfe8-4b6d-ab4f-0e121faca59d,clip,India,True,0.58826,0.52916,0.05911
ae89905e-966f-43f0-8c0f-cc4ce1b87ac1,clip,Iran,False,0.16191,0.07672,0.0852
3156bba1-7c6d-417e-8841-d6319dc7e3af,clip,Rwanda,False,0.29776,0.29577,0.00199
dad09341-9891-4f9e-b292-1f834f9fedc4,clip,Ethiopia,False,0.1694,0.22678,-0.05738
9e192054-6b30-44b3-841f-785853bfe7e4,clip,Canada,False,0.10991,0.06562,0.04429
4048bef4-586f-466a-8f53-3a1332979fcd,clip,USA,False,0.0445,0.04171,0.00279
c62249de-cc8b-43b7-aa90-842dbd8d89e2,clip,China,False,0.17748,0.16186,0.01562
6ec6b59a-9126-4462-89ee-df55d996f4ab,clip,China,False,0.34259,0.10045,0.24214
5c7b7038-b58d-4a21-b867-b7a72612ff55,clip,China,False,0.08429,0.05262,0.03167
39e397ed-fa8c-40ee-974d-b2f01e397e64,clip,China,False,0.10951,0.11149,-0.00198
a82f3319-8037-44df-bcab-0d39d14590e6,clip,USA,False,0.04363,0.0224,0.02123
3bbeaac4-39d5-449f-b8e0-69a66bbb9400,clip,USA,False,0.08567,0.06538,0.02029
4e2b3e11-9de8-4bfb-99c2-0bac3f7c7618,clip,Rwanda,False,0.19587,0.16445,0.03142
e43999fc-df28-41f1-982f-64a51d79acb7,clip,Turkey,True,0.28722,0.08371,0.20351
c3a1ddb5-f12f-4806-bda6-4189d38228d7,clip,Turkey,True,0.98557,0.98792,-0.00234
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,clip,Turkey,True,0.96143,0.70691,0.25452
2b049977-6bfc-4a19-b59a-c9e2beffab94,clip,USA,False,0.19452,0.10589,0.08863
2329409d-2712-4aa5-96d1-2cd16298f150,clip,Turkey,True,0.60509,0.38335,0.22174
a7465e78-a57b-4a6c-bbcf-9214feeafb74,clip,Turkey,True,0.40281,0.15068,0.25212
fc76de15-b866-4251-af12-bd76901f7c3d,clip,Turkey,True,0.41833,0.14591,0.27241
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,clip,Turkey,True,0.40281,0.09129,0.31151
1a2b2bda-ede8-4e7c-99a6-7072401066e6,clip,Turkey,True,0.87235,0.63774,0.23461
fa819613-c07e-4e81-ae2a-6a5fee7b350b,clip,Turkey,True,0.39901,0.17523,0.22378
4efc5850-d150-471b-8188-4f35d3b63b48,clip,China,False,0.40719,0.28193,0.12526
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,clip,USA,False,0.11226,0.05369,0.05856
c67a3887-7cf3-4455-8122-e60eedd643a7,clip,Turkey,True,0.29947,0.21621,0.08326
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,clip,USA,False,0.29779,0.22052,0.07727
2272ab97-94b6-4151-9ec6-763f05b0c22c,clip,Germany,False,0.40906,0.09026,0.31879
2b514973-2195-4908-8bda-3f958deb8bdb,clip,Iran,False,0.41939,0.33318,0.08621
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,clip,Iran,False,0.07675,0.03464,0.04211
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,clip,Turkey,True,0.70668,0.51148,0.1952
e3ddb612-2a9b-4cda-a547-572583a1e202,clip,Turkey,True,0.82087,0.80659,0.01428
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,clip,Turkey,True,0.53332,0.39935,0.13397
443e4b25-3d4a-40e3-a270-e48c9d37f105,clip,Turkey,True,0.55375,0.42675,0.127
e2af3f45-8230-49e5-9fb2-19c8b42b9816,clip,Turkey,True,0.93185,0.87493,0.05692
9463f29a-4672-4021-923f-3827ddcfae45,clip,Turkey,True,0.60768,0.23186,0.37582
c5fa60a8-7191-498a-8cc9-db07ec48dd86,clip,Rwanda,False,0.1595,0.15563,0.00387
a48d89f9-3486-46e8-a68c-c47ad537226f,clip,Turkey,True,0.7649,0.79628,-0.03138
468a0a50-3eba-40b2-92b0-5b172fb30c01,clip,Nigeria,False,0.50384,0.44284,0.061
f555701d-40c7-4400-9bdc-eda62ace2912,clip,Rwanda,False,0.71748,0.43951,0.27797
6653f8dd-3fff-48a3-8e29-065917a610b0,clip,Ethiopia,True,0.94251,0.73839,0.20412
8eafe537-95b2-4e1f-8416-8196d5fd59cb,clip,Ethiopia,True,0.6312,0.24579,0.38541
7cde7484-09d6-4675-859f-c98293b98f27,clip,Ethiopia,True,0.84899,0.82343,0.02556
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,clip,Ethiopia,True,0.93868,0.6288,0.30988
46f8812b-adca-4161-ae1f-9f6c5600599c,clip,Ethiopia,True,0.87851,0.07812,0.80039
d97dd49b-2351-46fb-814b-b5f0a72d251e,clip,Rwanda,False,0.64015,0.50955,0.1306
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,clip,Ethiopia,True,0.93407,0.49818,0.43589
f71472c0-2cb4-475d-9b08-5787585f550e,clip,Rwanda,False,0.4138,0.38925,0.02455
bff5977b-7901-4d1e-96a1-5c0d19848a0f,clip,Ethiopia,True,0.98911,0.88694,0.10217
5880280d-93fc-446b-8079-58300559adda,clip,Rwanda,False,0.26955,0.20418,0.06536
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,clip,Ethiopia,True,0.17623,0.0943,0.08193
0b04f451-42cf-462b-b983-307e13183f45,clip,Ethiopia,True,0.95865,0.62089,0.33776
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,clip,China,False,0.82183,0.35164,0.4702
3d4755c8-3116-45b7-a80f-10c886ec742d,clip,Ethiopia,True,0.71922,0.51085,0.20837
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,clip,Rwanda,False,0.29856,0.23119,0.06737
9c96c4f7-b755-4960-948b-8c0ea7761880,clip,Ethiopia,True,0.99689,0.99421,0.00269
dc3a53b7-bcd5-4354-93b6-f954b82269e1,clip,Ethiopia,True,0.99704,0.99674,0.00031
3d773278-fed5-46fd-976e-a018441b9190,clip,Canada,False,0.08322,0.07881,0.00441
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,clip,USA,False,0.68376,0.54429,0.13946
22cd2fea-0e59-4662-8146-874abbac1fcf,clip,Ethiopia,True,0.88933,0.76552,0.12381
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,clip,Ethiopia,True,0.78236,0.64891,0.13345
535f44c0-e569-40b7-9b05-2ab1ef0f8368,clip,Rwanda,False,0.35028,0.23362,0.11666
f8c67c30-7009-4b45-9991-34eae86da207,clip,Ethiopia,True,0.88976,0.37156,0.51819
19289618-394a-4b0b-ad8f-ffe2157564aa,clip,Turkey,False,0.50421,0.18488,0.31933
98eed9b0-5603-4c58-b498-34df83a4d44e,clip,Iran,True,0.82593,0.47436,0.35158
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,clip,Iran,True,0.81112,0.59073,0.22039
d4763361-b78a-4ad4-a747-43d7d7d74151,clip,Iran,True,0.76267,0.47698,0.28569
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,clip,USA,False,0.09221,0.05398,0.03823
00a46fda-95f7-455b-8bba-e320575b6ea3,clip,Iran,True,0.97563,0.96964,0.00599
79f909c7-d80a-4cab-a96a-0f26f374331c,clip,Iran,True,0.3861,0.21423,0.17187
75a71390-5aea-4c53-957a-a6e71b746fa3,clip,Brazil,False,0.11855,0.06486,0.05369
09180ea8-c1bf-4724-9f70-7501f4f20cf4,clip,Iran,True,0.27452,0.11841,0.15611
d87f6641-66de-446e-a933-47ad83edc1f0,clip,Iran,True,0.90289,0.77665,0.12625
fbe240a9-76de-4a92-8136-ea1716764e8d,clip,Iran,True,0.31223,0.51023,-0.198
34dd1cb8-5e75-42fb-933a-79c31b9a7dbe,clip,USA,False,0.05996,0.06363,-0.00367
829128f6-3b16-48aa-9654-69ba391bc9c6,clip,Iran,True,0.86704,0.74496,0.12208
f4247462-9218-4cf6-9952-434510763b03,clip,Iran,True,0.91417,0.82569,0.08848
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,clip,Iran,True,0.77898,0.6983,0.08068
e7fcffa3-291f-4074-8452-afb7753bd3eb,clip,Ethiopia,False,0.10813,0.15468,-0.04655
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,clip,Iran,True,0.35178,0.32971,0.02207
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,clip,Iran,True,0.64648,0.43023,0.21625
34057f2e-1376-4a8d-92f0-6edc0ffa859b,clip,Iran,True,0.47407,0.23125,0.24282
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,clip,Germany,False,0.18116,0.15414,0.02701
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,clip,Iran,True,0.69809,0.34508,0.353
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,clip,Iran,True,0.46757,0.32438,0.14319
6be2a046-67c7-4a4c-b67c-31d41a0714a5,clip,Iran,True,0.69809,0.40836,0.28973
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,clip,Iran,True,0.7465,0.49002,0.25647
1a8a184f-8ace-4cf9-a732-af3ceedef990,clip,Canada,False,0.07759,0.05149,0.0261
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,clip,Brazil,True,0.25821,0.1549,0.10331
8d88fa68-f254-4577-9922-87ba6696d54f,clip,Nigeria,False,0.29554,0.32531,-0.02978
97b3a522-968d-4db3-9126-1898cb9dca5f,clip,Rwanda,False,0.44439,0.36424,0.08015
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,clip,Canada,False,0.21455,0.14752,0.06702
2faa706e-08ea-4f4e-9f88-6000d10bb322,clip,Brazil,True,0.46423,0.43816,0.02607
3429c249-9b78-4612-8b82-8ce2405193ce,clip,Brazil,True,0.99839,0.99852,-0.00013
7b73f9f5-70a9-4324-a79d-99302078220b,clip,Brazil,True,0.91258,0.78627,0.12631
525abdb3-d337-4b12-b2ee-01a6e3e1f780,clip,Brazil,True,0.92793,0.80723,0.1207
6f8351dc-db39-4a4c-9370-b035dc80d66f,clip,Brazil,True,0.40353,0.28302,0.12051
6b0be593-f193-48ee-bdd8-8f8cc3da741a,clip,USA,False,0.11924,0.09721,0.02203
f1f5ca23-1476-4be2-a203-079c456d58b7,clip,Germany,False,0.12563,0.16534,-0.03971
f12dd800-7905-428c-9690-28747601a795,clip,USA,False,0.11924,0.09689,0.02235
1b080c55-9d6e-489f-95d6-8f03f713099b,clip,Germany,False,0.10434,0.10277,0.00157
ec6992fc-90b0-45fa-8cb0-0979086911d7,clip,Brazil,True,0.12576,0.12783,-0.00208
4c79241e-3dc9-44d8-bed7-421701a25103,clip,USA,False,0.0839,0.06315,0.02074
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,clip,Brazil,True,0.28098,0.28278,-0.00179
ec1ebd50-a42c-47c5-a77d-00546adf6224,clip,USA,False,0.07417,0.08143,-0.00726
751a2a0e-916c-48e1-a267-c7c59106d6b0,clip,Brazil,True,0.66165,0.51434,0.14731
aec29b23-29fa-4d4d-b20c-73e160c63943,clip,Rwanda,False,0.15637,0.14371,0.01266
035e6a4b-1414-44d6-8b17-8bac0bb64a42,clip,Brazil,True,0.94746,0.98547,-0.03801
daef26fc-191a-476a-a883-66c9dad9f963,clip,USA,False,0.2668,0.10627,0.16052
f8d29900-ef57-4a37-93ee-d6596f54b8b0,clip,Brazil,True,0.99608,0.99702,-0.00094
449dd4e6-c146-4c46-a36f-506b0669f056,clip,USA,False,0.23502,0.24148,-0.00646
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,clip,Brazil,True,0.20026,0.12172,0.07854
7b652a5a-c293-42d8-9245-c3e1556636c1,clip,Ethiopia,False,0.77099,0.68663,0.08437
a13fc28b-003a-4e28-8850-905313634459,clip,Rwanda,True,0.82737,0.90981,-0.08245
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,clip,Rwanda,True,0.47356,0.40448,0.06908
843b1217-b7f6-4c73-9d38-0eac63bf6f28,clip,USA,False,0.02645,0.02024,0.00622
2a57f463-0a45-4852-9a58-acbf91395812,clip,Rwanda,True,0.27442,0.17131,0.10311
3fd7af11-b663-486b-a962-16c72d01e706,clip,USA,False,0.12992,0.10544,0.02448
a952f9e8-5281-4661-950e-ffbf264a69f2,clip,Rwanda,True,0.36641,0.32757,0.03884
d83a91b8-849b-4f7f-8c8e-168734417cd3,clip,Rwanda,True,0.49422,0.47684,0.01738
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,clip,Iran,False,0.27074,0.19648,0.07426
03e3c931-426c-454a-a977-1805f7c65f15,clip,Rwanda,True,0.40913,0.50367,-0.09454
2ee2ff8e-8560-4eb9-b869-6ba468258201,clip,Brazil,False,0.1933,0.16501,0.02829
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,clip,Rwanda,True,0.74817,0.66948,0.07869
ab6ac2e8-bdfc-452f-8119-914e40e8b151,clip,Rwanda,True,0.99753,0.99669,0.00084
16ff40c1-2e0d-4207-992b-7ff20edf427a,clip,Rwanda,True,0.30015,0.19324,0.10691
eed6d393-d438-4d10-8782-d5443e9342be,clip,Nigeria,False,0.30864,0.31254,-0.0039
e46d024b-8bdb-46d2-ad2b-d5dd20831693,clip,Rwanda,True,0.70244,0.64894,0.05349
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,clip,Rwanda,True,0.96813,0.96759,0.00055
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,clip,USA,False,0.09859,0.08815,0.01045
a8e28ea4-0eac-497a-b894-1e682ef66e8e,clip,Brazil,False,0.15847,0.11199,0.04648
39456870-dff9-4521-85a7-8ce1e1156572,clip,Germany,False,0.13986,0.14939,-0.00953
d501d03b-8677-427a-bd3c-80ef26349cf6,clip,Rwanda,True,0.89654,0.77532,0.12122
f7c40fe4-ac32-46c5-922c-89e85b650906,clip,Rwanda,True,0.32243,0.30862,0.01382
1192021a-598b-48bb-be52-9f576e627384,clip,Rwanda,True,0.45705,0.46916,-0.01211
86ea271d-4352-4963-80a2-96b496b9ab50,clip,Rwanda,True,0.9066,0.93126,-0.02466
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,clip,Rwanda,True,0.73691,0.5994,0.1375
ff0bce0b-7179-486e-9d05-9efa37b21512,clip,Germany,True,0.69488,0.66583,0.02905
e6e586b2-3904-40e5-8fcd-0e8201909ad0,clip,Canada,False,0.28848,0.14729,0.14119
dd47b69e-013f-4997-9504-4d2e8a37342d,clip,Germany,True,0.59795,0.73381,-0.13586
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,clip,Canada,False,0.24085,0.30372,-0.06288
82215031-0639-473d-8f9c-7c9de723779d,clip,Germany,True,0.9377,0.76995,0.16774
39733d4c-5b90-473a-b873-d62f74e809fa,clip,Germany,True,0.94283,0.6933,0.24953
bcc78c9f-680f-41a8-959a-b71924fe3835,clip,Germany,True,0.71754,0.48018,0.23736
e3ca3318-1490-4d72-bed8-d9c1813ed430,clip,Germany,True,0.74531,0.51883,0.22648
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,clip,Germany,True,0.77615,0.50209,0.27406
cc3e4687-4fba-4fe1-aeb3-489db832865c,clip,Germany,True,0.3501,0.33791,0.01219
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,clip,Canada,False,0.39195,0.26682,0.12513
535d82e7-8b5f-4ed4-b186-e458ced4fd32,clip,Germany,True,0.9448,0.94559,-0.0008
606aeda1-a002-4666-9cc2-c54b4af0a436,clip,Rwanda,False,0.25688,0.30439,-0.04751
b44fddf6-9e94-4b2d-92d6-b64b7047f781,clip,Germany,True,0.37381,0.23941,0.13439
02bd886c-af46-4b28-a3b3-939f0185db11,clip,Canada,False,0.0671,0.04821,0.01889
7e4d2b1e-fa75-443c-92e9-b792125002c6,clip,Germany,True,0.90133,0.64154,0.25979
8c973562-db40-4319-9dd5-51d83c7f910e,clip,USA,False,0.09237,0.06199,0.03038
3f0011f7-0cf3-4ed5-a905-78d71079c3da,clip,Canada,False,0.90888,0.35239,0.55648
99a8796e-1be0-40dc-9e07-56df08f021e0,clip,Germany,True,0.97637,0.94547,0.0309
098b83b9-da89-40a9-a452-bc72698c3740,clip,Germany,True,0.71976,0.52599,0.19377
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,clip,Germany,True,0.44697,0.67824,-0.23127
