u_id,model,pred_country,correct,auc_ranked,auc_random,auc_gap
2b697bc6-809b-4d92-aa10-10c31472acaa,internvl2,USA,True,0.16396,0.15527,0.00869
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,internvl2,Rwanda,False,0.02231,0.11069,-0.08839
b6aaf31f-d668-4f6e-9d34-c7ecbfa7c8a8,internvl2,USA,True,0.81952,0.83344,-0.01391
9f2b9f74-faa4-4b54-a4f1-aa65e32cb9f9,internvl2,Brazil,False,0.05199,0.07464,-0.02265
7cd63749-44d8-4024-ac6c-727bde0ae91a,internvl2,USA,True,0.46631,0.21272,0.25359
dca004c5-3d95-44e6-95ef-8116165e04a3,internvl2,USA,True,0.24441,0.25782,-0.01341
d527b146-00a1-41fb-8671-6114ee9cabb9,internvl2,USA,True,0.33044,0.59462,-0.26419
2fd3e1c4-4980-4f7d-8876-69cd79654a75,internvl2,Brazil,False,0.05199,0.07317,-0.02118
41e6fcd3-a802-4639-a9f3-3943c6b1242a,internvl2,Canada,False,0.16924,0.17604,-0.0068
6a8d47c3-55db-4f2d-b7e0-6c25b6a268c8,internvl2,USA,False,0.11754,0.08339,0.03416
b577985c-6eca-41d4-805c-13fdb8822df8,internvl2,India,True,0.92362,0.88217,0.04145
fdc20e45-b3db-48bd-946b-8969194f3fde,internvl2,Brazil,False,0.06141,0.05468,0.00673
9844e1be-1620-44ee-ac68-57ae9d58ab4f,internvl2,India,True,0.82711,0.73302,0.09409
eced265e-c274-45b9-9e1d-16ab6fbad9cd,internvl2,India,True,0.59198,0.50773,0.08425
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,internvl2,India,True,0.86292,0.83594,0.02698
0c06402c-32eb-4fb0-bd5c-3d8ce5f6e9e2,internvl2,India,True,0.83714,0.83758,-0.00044
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,internvl2,India,True,0.88036,0.72062,0.15974
520f8c8b-3426-4a8e-affd-07b0c26f954b,internvl2,India,True,0.59398,0.65945,-0.06548
d4d631c2-4c15-4f43-b3bb-bd1fe3157b64,internvl2,Canada,False,0.06885,0.02983,0.03902
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,internvl2,Brazil,False,0.02603,0.01677,0.00926
be330458-bfe8-4b6d-ab4f-0e121faca59d,internvl2,India,True,0.74565,0.52916,0.2165
ae89905e-966f-43f0-8c0f-cc4ce1b87ac1,internvl2,Iran,False,0.19574,0.07672,0.11902
3156bba1-7c6d-417e-8841-d6319dc7e3af,internvl2,Brazil,False,0.13985,0.13617,0.00369
dad09341-9891-4f9e-b292-1f834f9fedc4,internvl2,Brazil,False,0.08222,0.06437,0.01785
9e192054-6b30-44b3-841f-785853bfe7e4,internvl2,China,False,0.09882,0.08289,0.01593
4048bef4-586f-466a-8f53-3a1332979fcd,internvl2,India,True,0.3538,0.35714,-0.00334
c62249de-cc8b-43b7-aa90-842dbd8d89e2,internvl2,China,False,0.28566,0.16186,0.1238
6ec6b59a-9126-4462-89ee-df55d996f4ab,internvl2,Brazil,False,0.0757,0.02671,0.049
5c7b7038-b58d-4a21-b867-b7a72612ff55,internvl2,India,True,0.51824,0.38951,0.12873
39e397ed-fa8c-40ee-974d-b2f01e397e64,internvl2,India,True,0.34352,0.24801,0.09551
a82f3319-8037-44df-bcab-0d39d14590e6,internvl2,Turkey,False,0.05878,0.06985,-0.01107
3bbeaac4-39d5-449f-b8e0-69a66bbb9400,internvl2,India,True,0.28738,0.23487,0.05251
4e2b3e11-9de8-4bfb-99c2-0bac3f7c7618,internvl2,China,False,0.07275,0.0684,0.00435
e43999fc-df28-41f1-982f-64a51d79acb7,internvl2,Turkey,True,0.30644,0.08371,0.22273
c3a1ddb5-f12f-4806-bda6-4189d38228d7,internvl2,Turkey,True,0.98695,0.98792,-0.00096
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,internvl2,Turkey,True,0.95808,0.70691,0.25117
2b049977-6bfc-4a19-b59a-c9e2beffab94,internvl2,Brazil,False,0.09544,0.11191,-0.01647
2329409d-2712-4aa5-96d1-2cd16298f150,internvl2,Brazil,False,0.02063,0.01845,0.00218
a7465e78-a57b-4a6c-bbcf-9214feeafb74,internvl2,Brazil,False,0.01616,0.02043,-0.00426
fc76de15-b866-4251-af12-bd76901f7c3d,internvl2,Turkey,True,0.22504,0.14591,0.07913
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,internvl2,Brazil,False,0.01616,0.03054,-0.01437
1a2b2bda-ede8-4e7c-99a6-7072401066e6,internvl2,Turkey,True,0.79873,0.63774,0.16099
fa819613-c07e-4e81-ae2a-6a5fee7b350b,internvl2,Turkey,True,0.10821,0.17523,-0.06702
4efc5850-d150-471b-8188-4f35d3b63b48,internvl2,China,False,0.57035,0.28193,0.28841
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,internvl2,Brazil,False,0.50173,0.38711,0.11461
c67a3887-7cf3-4455-8122-e60eedd643a7,internvl2,Iran,False,0.21228,0.29565,-0.08337
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,internvl2,USA,False,0.22699,0.22052,0.00646
2272ab97-94b6-4151-9ec6-763f05b0c22c,internvl2,Iran,False,0.14056,0.11192,0.02864
2b514973-2195-4908-8bda-3f958deb8bdb,internvl2,Brazil,False,0.0257,0.03466,-0.00896
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,internvl2,Brazil,False,0.11009,0.09557,0.01453
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,internvl2,Brazil,False,0.0635,0.06626,-0.00276
e3ddb612-2a9b-4cda-a547-572583a1e202,internvl2,Turkey,True,0.88263,0.80659,0.07604
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,internvl2,Brazil,False,0.0864,0.14799,-0.06159
443e4b25-3d4a-40e3-a270-e48c9d37f105,internvl2,Germany,False,0.14747,0.06728,0.08018
e2af3f45-8230-49e5-9fb2-19c8b42b9816,internvl2,Brazil,False,0.00169,0.00248,-0.00079
9463f29a-4672-4021-923f-3827ddcfae45,internvl2,Turkey,True,0.36543,0.23186,0.13358
c5fa60a8-7191-498a-8cc9-db07ec48dd86,internvl2,China,False,0.09167,0.06628,0.02539
a48d89f9-3486-46e8-a68c-c47ad537226f,internvl2,Turkey,True,0.83131,0.79628,0.03503
468a0a50-3eba-40b2-92b0-5b172fb30c01,internvl2,Nigeria,False,0.46381,0.44284,0.02097
f555701d-40c7-4400-9bdc-eda62ace2912,internvl2,Nigeria,False,0.02752,0.0351,-0.00758
6653f8dd-3fff-48a3-8e29-065917a610b0,internvl2,Nigeria,False,0.07111,0.09642,-0.02532
8eafe537-95b2-4e1f-8416-8196d5fd59cb,internvl2,Brazil,False,0.05291,0.05073,0.00218
7cde7484-09d6-4675-859f-c98293b98f27,internvl2,Nigeria,False,0.00224,0.00186,0.00038
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,internvl2,Ethiopia,True,0.91691,0.6288,0.28811
46f8812b-adca-4161-ae1f-9f6c5600599c,internvl2,Ethiopia,True,0.85579,0.07812,0.77768
d97dd49b-2351-46fb-814b-b5f0a72d251e,internvl2,Brazil,False,0.06205,0.05855,0.00349
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,internvl2,Ethiopia,True,0.95148,0.49818,0.4533
f71472c0-2cb4-475d-9b08-5787585f550e,internvl2,Brazil,False,0.1562,0.20355,-0.04735
bff5977b-7901-4d1e-96a1-5c0d19848a0f,internvl2,Ethiopia,True,0.99029,0.88694,0.10335
5880280d-93fc-446b-8079-58300559adda,internvl2,Nigeria,False,0.12927,0.07421,0.05506
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,internvl2,India,False,0.11947,0.14412,-0.02465
0b04f451-42cf-462b-b983-307e13183f45,internvl2,Ethiopia,True,0.94199,0.62089,0.3211
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,internvl2,Brazil,False,0.26737,0.1292,0.13818
3d4755c8-3116-45b7-a80f-10c886ec742d,internvl2,Ethiopia,True,0.55293,0.51085,0.04208
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,internvl2,Brazil,False,0.10778,0.08201,0.02578
9c96c4f7-b755-4960-948b-8c0ea7761880,internvl2,Turkey,False,0.00014,0.00031,-0.00017
dc3a53b7-bcd5-4354-93b6-f954b82269e1,internvl2,Turkey,False,2e-05,3e-05,-1e-05
3d773278-fed5-46fd-976e-a018441b9190,internvl2,China,False,0.04944,0.04277,0.00667
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,internvl2,USA,False,0.59529,0.54429,0.051
22cd2fea-0e59-4662-8146-874abbac1fcf,internvl2,Ethiopia,True,0.73715,0.76552,-0.02837
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,internvl2,Ethiopia,True,0.80735,0.64891,0.15843
535f44c0-e569-40b7-9b05-2ab1ef0f8368,internvl2,India,False,0.04657,0.07687,-0.0303
f8c67c30-7009-4b45-9991-34eae86da207,internvl2,Nigeria,False,0.15077,0.1586,-0.00783
98eed9b0-5603-4c58-b498-34df83a4d44e,internvl2,Iran,True,0.29663,0.52393,-0.22729
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,internvl2,Turkey,False,0.07314,0.09004,-0.0169
d4763361-b78a-4ad4-a747-43d7d7d74151,internvl2,China,False,0.0178,0.04118,-0.02338
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,internvl2,Iran,True,0.02858,0.0247,0.00388
00a46fda-95f7-455b-8bba-e320575b6ea3,internvl2,Iran,True,0.96393,0.92761,0.03632
79f909c7-d80a-4cab-a96a-0f26f374331c,internvl2,Brazil,False,0.08964,0.05625,0.03339
75a71390-5aea-4c53-957a-a6e71b746fa3,internvl2,Brazil,False,0.05326,0.0933,-0.04004
09180ea8-c1bf-4724-9f70-7501f4f20cf4,internvl2,USA,False,0.08421,0.06458,0.01963
d87f6641-66de-446e-a933-47ad83edc1f0,internvl2,Turkey,False,0.0537,0.02799,0.0257
fbe240a9-76de-4a92-8136-ea1716764e8d,internvl2,Iran,True,0.71675,0.1462,0.57055
34dd1cb8-5e75-42fb-933a-79c31b9a7dbe,internvl2,Iran,True,0.2494,0.32837,-0.07898
829128f6-3b16-48aa-9654-69ba391bc9c6,internvl2,Iran,True,0.68538,0.39186,0.29352
f4247462-9218-4cf6-9952-434510763b03,internvl2,Iran,True,0.89823,0.86096,0.03727
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,internvl2,Iran,True,0.68438,0.54032,0.14406
e7fcffa3-291f-4074-8452-afb7753bd3eb,internvl2,Iran,True,0.15033,0.13205,0.01828
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,internvl2,Iran,True,0.3414,0.31486,0.02655
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,internvl2,Iran,True,0.57576,0.36395,0.21181
34057f2e-1376-4a8d-92f0-6edc0ffa859b,internvl2,Turkey,False,0.05304,0.03224,0.0208
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,internvl2,China,False,0.11184,0.11232,-0.00048
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,internvl2,Iran,True,0.3782,0.49018,-0.11198
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,internvl2,Brazil,False,0.08742,0.07635,0.01106
6be2a046-67c7-4a4c-b67c-31d41a0714a5,internvl2,Iran,True,0.3782,0.31667,0.06154
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,internvl2,Iran,True,0.72886,0.66654,0.06231
1a8a184f-8ace-4cf9-a732-af3ceedef990,internvl2,Nigeria,False,0.1244,0.19835,-0.07395
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,internvl2,Brazil,True,0.10116,0.19117,-0.09002
8d88fa68-f254-4577-9922-87ba6696d54f,internvl2,India,False,0.17467,0.18227,-0.00761
97b3a522-968d-4db3-9126-1898cb9dca5f,internvl2,Brazil,True,0.08474,0.06998,0.01476
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,internvl2,Brazil,True,0.03571,0.04229,-0.00657
2faa706e-08ea-4f4e-9f88-6000d10bb322,internvl2,Brazil,True,0.43462,0.3479,0.08673
3429c249-9b78-4612-8b82-8ce2405193ce,internvl2,Brazil,True,0.99856,0.9984,0.00016
7b73f9f5-70a9-4324-a79d-99302078220b,internvl2,Brazil,True,0.78754,0.8206,-0.03306
525abdb3-d337-4b12-b2ee-01a6e3e1f780,internvl2,Brazil,True,0.83661,0.65555,0.18106
6f8351dc-db39-4a4c-9370-b035dc80d66f,internvl2,Brazil,True,0.28786,0.24262,0.04524
6b0be593-f193-48ee-bdd8-8f8cc3da741a,internvl2,Brazil,True,0.04302,0.05419,-0.01117
f1f5ca23-1476-4be2-a203-079c456d58b7,internvl2,Brazil,True,0.20635,0.26195,-0.0556
f12dd800-7905-428c-9690-28747601a795,internvl2,Brazil,True,0.04302,0.05947,-0.01645
1b080c55-9d6e-489f-95d6-8f03f713099b,internvl2,Brazil,True,0.10933,0.10595,0.00337
ec6992fc-90b0-45fa-8cb0-0979086911d7,internvl2,Brazil,True,0.16093,0.1439,0.01702
4c79241e-3dc9-44d8-bed7-421701a25103,internvl2,Brazil,True,0.12847,0.1042,0.02427
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,internvl2,Nigeria,False,0.21046,0.2023,0.00816
ec1ebd50-a42c-47c5-a77d-00546adf6224,internvl2,Brazil,True,0.10499,0.11095,-0.00596
751a2a0e-916c-48e1-a267-c7c59106d6b0,internvl2,Brazil,True,0.38705,0.51291,-0.12586
aec29b23-29fa-4d4d-b20c-73e160c63943,internvl2,Brazil,True,0.05699,0.03605,0.02094
035e6a4b-1414-44d6-8b17-8bac0bb64a42,internvl2,Turkey,False,0.01367,0.00879,0.00487
daef26fc-191a-476a-a883-66c9dad9f963,internvl2,USA,False,0.13656,0.09801,0.03855
f8d29900-ef57-4a37-93ee-d6596f54b8b0,internvl2,Brazil,True,0.99633,0.99602,0.0003
449dd4e6-c146-4c46-a36f-506b0669f056,internvl2,USA,False,0.19964,0.09381,0.10583
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,internvl2,Brazil,True,0.18256,0.16337,0.01918
7b652a5a-c293-42d8-9245-c3e1556636c1,internvl2,Ethiopia,False,0.73045,0.60141,0.12904
a13fc28b-003a-4e28-8850-905313634459,internvl2,Nigeria,False,0.06749,0.02178,0.04571
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,internvl2,Nigeria,False,0.33256,0.33768,-0.00512
843b1217-b7f6-4c73-9d38-0eac63bf6f28,internvl2,USA,False,0.01812,0.02179,-0.00367
2a57f463-0a45-4852-9a58-acbf91395812,internvl2,Brazil,False,0.01496,0.01811,-0.00315
3fd7af11-b663-486b-a962-16c72d01e706,internvl2,China,False,0.05676,0.04924,0.00751
a952f9e8-5281-4661-950e-ffbf264a69f2,internvl2,Nigeria,False,0.21915,0.19712,0.02203
d83a91b8-849b-4f7f-8c8e-168734417cd3,internvl2,Brazil,False,0.057,0.04671,0.01029
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,internvl2,Iran,False,0.15074,0.08956,0.06118
03e3c931-426c-454a-a977-1805f7c65f15,internvl2,Nigeria,False,0.31362,0.25419,0.05944
2ee2ff8e-8560-4eb9-b869-6ba468258201,internvl2,Brazil,False,0.28054,0.19757,0.08297
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,internvl2,Brazil,False,0.0075,0.011,-0.0035
ab6ac2e8-bdfc-452f-8119-914e40e8b151,internvl2,Nigeria,False,0.00035,0.00024,0.00011
16ff40c1-2e0d-4207-992b-7ff20edf427a,internvl2,Turkey,False,0.00671,0.01031,-0.0036
eed6d393-d438-4d10-8782-d5443e9342be,internvl2,Brazil,False,0.06095,0.06361,-0.00266
e46d024b-8bdb-46d2-ad2b-d5dd20831693,internvl2,Ethiopia,False,0.16782,0.22424,-0.05642
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,internvl2,Rwanda,True,0.96119,0.96775,-0.00656
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,internvl2,Brazil,False,0.07708,0.07635,0.00073
a8e28ea4-0eac-497a-b894-1e682ef66e8e,internvl2,Brazil,False,0.09977,0.13376,-0.03399
39456870-dff9-4521-85a7-8ce1e1156572,internvl2,Germany,False,0.16376,0.15002,0.01374
d501d03b-8677-427a-bd3c-80ef26349cf6,internvl2,Nigeria,False,0.0238,0.04744,-0.02364
f7c40fe4-ac32-46c5-922c-89e85b650906,internvl2,Nigeria,False,0.48022,0.5573,-0.07708
1192021a-598b-48bb-be52-9f576e627384,internvl2,Nigeria,False,0.25112,0.23347,0.01765
86ea271d-4352-4963-80a2-96b496b9ab50,internvl2,Nigeria,False,0.00506,0.00894,-0.00388
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,internvl2,Rwanda,True,0.82103,0.78085,0.04019
ff0bce0b-7179-486e-9d05-9efa37b21512,internvl2,Germany,True,0.87797,0.50373,0.37423
e6e586b2-3904-40e5-8fcd-0e8201909ad0,internvl2,USA,False,0.65216,0.72028,-0.06812
dd47b69e-013f-4997-9504-4d2e8a37342d,internvl2,Germany,True,0.65415,0.58077,0.07338
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,internvl2,USA,False,0.35081,0.3216,0.02921
82215031-0639-473d-8f9c-7c9de723779d,internvl2,Germany,True,0.86857,0.88619,-0.01762
39733d4c-5b90-473a-b873-d62f74e809fa,internvl2,Germany,True,0.93708,0.61982,0.31726
bcc78c9f-680f-41a8-959a-b71924fe3835,internvl2,Germany,True,0.61024,0.58577,0.02447
e3ca3318-1490-4d72-bed8-d9c1813ed430,internvl2,Germany,True,0.59358,0.66292,-0.06934
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,internvl2,Germany,True,0.75538,0.40998,0.3454
cc3e4687-4fba-4fe1-aeb3-489db832865c,internvl2,USA,False,0.04141,0.05221,-0.0108
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,internvl2,USA,False,0.38342,0.29898,0.08444
535d82e7-8b5f-4ed4-b186-e458ced4fd32,internvl2,Germany,True,0.92764,0.81957,0.10807
606aeda1-a002-4666-9cc2-c54b4af0a436,internvl2,USA,False,0.11567,0.09005,0.02561
b44fddf6-9e94-4b2d-92d6-b64b7047f781,internvl2,Germany,True,0.23209,0.21853,0.01356
