u_id,model,pred_country,correct,auc_ranked,auc_random,auc_gap
4b6b43e4-d3c9-4faf-8ed9-ed1e51754baf,llava,Brazil,False,0.05071,0.04932,0.00138
6e72fc43-14d2-40a5-863c-62d14dc5facb,llava,Ethiopia,False,0.14739,0.05689,0.0905
60c2f1e2-820c-4c10-a873-af1a75d9e4db,llava,Nigeria,True,0.99537,0.99385,0.00152
0ce7d616-31bd-4eac-99ec-195e0172b4fc,llava,Brazil,False,0.00427,0.00908,-0.00481
3a181f33-846c-43f8-8512-5919ce7088bf,llava,Brazil,False,0.04265,0.07959,-0.03694
67fa11a3-fa1f-4817-a189-87f38daf3011,llava,Brazil,False,0.04785,0.07293,-0.02508
6518121e-ba08-4e76-aa33-2c2e00598fdd,llava,Nigeria,True,0.62891,0.3543,0.27461
dc012abe-5e86-41c4-b740-a9e91a0fe240,llava,Brazil,False,0.02789,0.01582,0.01207
3b78bd2d-5f55-4480-8637-ccc22c549402,llava,Nigeria,True,0.68779,0.71125,-0.02347
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,llava,Brazil,False,0.0496,0.04219,0.00741
ecd4f0c8-0bb6-4a35-ac36-66588d7d4185,llava,Brazil,False,0.08342,0.07676,0.00667
69a710fd-f216-43b8-9ec6-8fd324c49690,llava,Brazil,False,0.04335,0.04075,0.0026
30beeebf-ea67-484f-93a7-2cfd29242fe4,llava,Brazil,False,0.01205,0.01277,-0.00072
6edf17b0-f94a-42d4-b233-4234439deda4,llava,Brazil,False,0.03799,0.04262,-0.00463
c6582a96-d4df-4b5a-8a86-3652687aa1e8,llava,Brazil,False,0.01425,0.01639,-0.00214
13f37320-7bb5-4232-9bf2-8f28c57c4582,llava,Canada,False,0.25161,0.27181,-0.0202
9e63b44b-6f24-4288-9b27-8626e11bf0a3,llava,Brazil,False,0.05569,0.05186,0.00383
a2dcde1c-1b2c-4936-ac07-8e912413e23e,llava,Turkey,False,0.15585,0.08634,0.06951
6f5bf0aa-f72d-4e5d-8ac8-bcc1761d0f8a,llava,Brazil,False,0.18432,0.13721,0.04711
41388d0a-c0cd-4947-a415-db9ba4893bcd,llava,Canada,False,0.06899,0.09375,-0.02476
4455c508-07a5-483c-a247-92904d635fee,llava,Canada,False,0.15589,0.15353,0.00236
9e592190-7413-4778-8631-3908e7577661,llava,Ethiopia,False,0.69499,0.60774,0.08724
a6b53f36-7864-4876-a058-7e0be321388b,llava,Canada,False,0.02364,0.02019,0.00346
5473783d-ba57-45b2-8414-33eb26c36ccf,llava,Canada,False,0.22209,0.2188,0.00329
89df03ce-b19f-474d-8f36-e9b41be7d3d5,llava,Canada,False,0.23135,0.1281,0.10325
7d6f190c-4df7-4306-a1e9-b87ed1e3087c,llava,Canada,False,0.13919,0.10828,0.03091
ff57c370-a704-49a2-8662-f040dca197df,llava,Canada,False,0.05334,0.07276,-0.01943
87a16f79-2e21-4b11-93b2-4871169911e7,llava,USA,True,0.92918,0.78439,0.1448
1880497c-e945-4689-839e-03022a70d7a7,llava,USA,True,0.8359,0.73229,0.10361
4436f0b0-f4fe-4383-911d-4640c75d9018,llava,Brazil,False,0.10277,0.12145,-0.01868
46718728-a72a-4651-a2dc-d9d39b32ab74,llava,Canada,False,0.03482,0.0616,-0.02678
87cc957e-bd81-4ea9-8d40-d6d9bce4ec76,llava,Germany,False,0.18669,0.14908,0.03761
2b697bc6-809b-4d92-aa10-10c31472acaa,llava,Germany,False,0.36174,0.19154,0.1702
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,llava,Nigeria,False,0.91049,0.71126,0.19923
b6aaf31f-d668-4f6e-9d34-c7ecbfa7c8a8,llava,Brazil,False,0.03994,0.0285,0.01144
9f2b9f74-faa4-4b54-a4f1-aa65e32cb9f9,llava,Brazil,False,0.04866,0.0463,0.00236
7cd63749-44d8-4024-ac6c-727bde0ae91a,llava,Brazil,False,0.09629,0.06184,0.03445
dca004c5-3d95-44e6-95ef-8116165e04a3,llava,USA,True,0.27094,0.22612,0.04482
d527b146-00a1-41fb-8671-6114ee9cabb9,llava,USA,True,0.59816,0.62529,-0.02713
2fd3e1c4-4980-4f7d-8876-69cd79654a75,llava,Brazil,False,0.05751,0.06623,-0.00872
41e6fcd3-a802-4639-a9f3-3943c6b1242a,llava,Canada,False,0.16173,0.204,-0.04227
6a8d47c3-55db-4f2d-b7e0-6c25b6a268c8,llava,Brazil,False,0.03106,0.06876,-0.0377
b577985c-6eca-41d4-805c-13fdb8822df8,llava,India,True,0.93129,0.94132,-0.01003
fdc20e45-b3db-48bd-946b-8969194f3fde,llava,Canada,False,0.06496,0.06244,0.00252
9844e1be-1620-44ee-ac68-57ae9d58ab4f,llava,Brazil,False,0.04895,0.05781,-0.00886
eced265e-c274-45b9-9e1d-16ab6fbad9cd,llava,Nigeria,False,0.09474,0.10982,-0.01508
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,llava,India,True,0.83456,0.8293,0.00526
0c06402c-32eb-4fb0-bd5c-3d8ce5f6e9e2,llava,India,True,0.88805,0.87762,0.01043
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,llava,India,True,0.90045,0.72208,0.17836
520f8c8b-3426-4a8e-affd-07b0c26f954b,llava,India,True,0.69828,0.67581,0.02247
d4d631c2-4c15-4f43-b3bb-bd1fe3157b64,llava,Canada,False,0.10489,0.07086,0.03403
0f7abdc3-c885-4d91-bb7d-67f1c607a7d0,llava,Canada,False,0.21452,0.16642,0.0481
be330458-bfe8-4b6d-ab4f-0e121faca59d,llava,India,True,0.77054,0.67235,0.09819
ae89905e-966f-43f0-8c0f-cc4ce1b87ac1,llava,Canada,False,0.15159,0.16177,-0.01018
3156bba1-7c6d-417e-8841-d6319dc7e3af,llava,Brazil,False,0.16324,0.15338,0.00986
dad09341-9891-4f9e-b292-1f834f9fedc4,llava,Brazil,False,0.04445,0.06408,-0.01963
9e192054-6b30-44b3-841f-785853bfe7e4,llava,Brazil,False,0.04186,0.02807,0.01379
4048bef4-586f-466a-8f53-3a1332979fcd,llava,Canada,False,0.02567,0.04392,-0.01825
c62249de-cc8b-43b7-aa90-842dbd8d89e2,llava,Brazil,False,0.03531,0.03107,0.00424
6ec6b59a-9126-4462-89ee-df55d996f4ab,llava,Turkey,False,0.07209,0.11425,-0.04216
5c7b7038-b58d-4a21-b867-b7a72612ff55,llava,Brazil,False,0.0516,0.04512,0.00648
39e397ed-fa8c-40ee-974d-b2f01e397e64,llava,Brazil,False,0.18379,0.11535,0.06844
a82f3319-8037-44df-bcab-0d39d14590e6,llava,Brazil,False,0.0371,0.05536,-0.01826
3bbeaac4-39d5-449f-b8e0-69a66bbb9400,llava,Canada,False,0.08057,0.06578,0.01479
4e2b3e11-9de8-4bfb-99c2-0bac3f7c7618,llava,Brazil,False,0.12881,0.09739,0.03142
e43999fc-df28-41f1-982f-64a51d79acb7,llava,Turkey,True,0.20773,0.11714,0.09059
c3a1ddb5-f12f-4806-bda6-4189d38228d7,llava,Brazil,False,0.00011,0.00011,0.0
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,llava,Turkey,True,0.93528,0.88646,0.04883
2b049977-6bfc-4a19-b59a-c9e2beffab94,llava,Brazil,False,0.1211,0.06499,0.05611
2329409d-2712-4aa5-96d1-2cd16298f150,llava,Brazil,False,0.04114,0.03516,0.00598
a7465e78-a57b-4a6c-bbcf-9214feeafb74,llava,Germany,False,0.0742,0.0789,-0.0047
fc76de15-b866-4251-af12-bd76901f7c3d,llava,Turkey,True,0.3118,0.18754,0.12426
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,llava,Germany,False,0.0742,0.08277,-0.00857
1a2b2bda-ede8-4e7c-99a6-7072401066e6,llava,Turkey,True,0.88334,0.66218,0.22115
fa819613-c07e-4e81-ae2a-6a5fee7b350b,llava,Turkey,True,0.28222,0.14965,0.13257
4efc5850-d150-471b-8188-4f35d3b63b48,llava,Brazil,False,0.05411,0.08671,-0.0326
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,llava,Brazil,False,0.23169,0.24959,-0.0179
c67a3887-7cf3-4455-8122-e60eedd643a7,llava,Turkey,True,0.39634,0.2605,0.13583
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,llava,Canada,False,0.2004,0.17448,0.02592
2272ab97-94b6-4151-9ec6-763f05b0c22c,llava,Germany,False,0.22761,0.21088,0.01673
2b514973-2195-4908-8bda-3f958deb8bdb,llava,Brazil,False,0.02767,0.02726,0.00041
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,llava,Brazil,False,0.11339,0.11049,0.0029
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,llava,Brazil,False,0.0977,0.12522,-0.02752
e3ddb612-2a9b-4cda-a547-572583a1e202,llava,Turkey,True,0.94337,0.79623,0.14714
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,llava,Brazil,False,0.0776,0.03748,0.04013
443e4b25-3d4a-40e3-a270-e48c9d37f105,llava,Canada,False,0.10597,0.06337,0.0426
e2af3f45-8230-49e5-9fb2-19c8b42b9816,llava,Brazil,False,0.00102,0.00247,-0.00145
9463f29a-4672-4021-923f-3827ddcfae45,llava,Turkey,True,0.41272,0.1849,0.22782
c5fa60a8-7191-498a-8cc9-db07ec48dd86,llava,Turkey,True,0.02706,0.02415,0.00292
a48d89f9-3486-46e8-a68c-c47ad537226f,llava,Turkey,True,0.89931,0.64127,0.25805
468a0a50-3eba-40b2-92b0-5b172fb30c01,llava,Brazil,False,0.01656,0.01024,0.00632
f555701d-40c7-4400-9bdc-eda62ace2912,llava,Turkey,False,0.02125,0.03001,-0.00876
6653f8dd-3fff-48a3-8e29-065917a610b0,llava,Ethiopia,True,0.8594,0.85979,-0.00038
8eafe537-95b2-4e1f-8416-8196d5fd59cb,llava,Brazil,False,0.08612,0.0734,0.01272
7cde7484-09d6-4675-859f-c98293b98f27,llava,Nigeria,False,0.00199,0.00178,0.00021
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,llava,Ethiopia,True,0.91981,0.56571,0.3541
46f8812b-adca-4161-ae1f-9f6c5600599c,llava,Ethiopia,True,0.84948,0.70486,0.14463
d97dd49b-2351-46fb-814b-b5f0a72d251e,llava,Brazil,False,0.07613,0.06224,0.01389
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,llava,Ethiopia,True,0.94183,0.69278,0.24905
f71472c0-2cb4-475d-9b08-5787585f550e,llava,Brazil,False,0.16604,0.19329,-0.02726
bff5977b-7901-4d1e-96a1-5c0d19848a0f,llava,Ethiopia,True,0.99078,0.92595,0.06483
5880280d-93fc-446b-8079-58300559adda,llava,Brazil,False,0.18382,0.11658,0.06724
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,llava,Turkey,False,0.02457,0.0278,-0.00323
0b04f451-42cf-462b-b983-307e13183f45,llava,Ethiopia,True,0.95352,0.75704,0.19648
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,llava,China,False,0.76056,0.25323,0.50733
3d4755c8-3116-45b7-a80f-10c886ec742d,llava,Ethiopia,True,0.67953,0.49707,0.18246
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,llava,Brazil,False,0.10937,0.10745,0.00192
9c96c4f7-b755-4960-948b-8c0ea7761880,llava,Ethiopia,True,0.99644,0.99521,0.00123
dc3a53b7-bcd5-4354-93b6-f954b82269e1,llava,Ethiopia,True,0.99689,0.997,-0.00012
3d773278-fed5-46fd-976e-a018441b9190,llava,Brazil,False,0.04992,0.07139,-0.02148
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,llava,USA,False,0.70474,0.41153,0.29321
22cd2fea-0e59-4662-8146-874abbac1fcf,llava,Ethiopia,True,0.94065,0.73851,0.20214
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,llava,Ethiopia,True,0.74975,0.6078,0.14195
535f44c0-e569-40b7-9b05-2ab1ef0f8368,llava,Ethiopia,True,0.26436,0.33853,-0.07417
f8c67c30-7009-4b45-9991-34eae86da207,llava,Ethiopia,True,0.32659,0.37876,-0.05218
98eed9b0-5603-4c58-b498-34df83a4d44e,llava,Turkey,False,0.09446,0.13794,-0.04348
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,llava,Turkey,False,0.06562,0.06744,-0.00182
d4763361-b78a-4ad4-a747-43d7d7d74151,llava,Brazil,False,0.02726,0.03656,-0.00931
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,llava,Brazil,False,0.09765,0.08279,0.01486
00a46fda-95f7-455b-8bba-e320575b6ea3,llava,Iran,True,0.97081,0.95012,0.02069
79f909c7-d80a-4cab-a96a-0f26f374331c,llava,India,False,0.15141,0.22024,-0.06883
75a71390-5aea-4c53-957a-a6e71b746fa3,llava,Brazil,False,0.08357,0.09025,-0.00667
09180ea8-c1bf-4724-9f70-7501f4f20cf4,llava,Brazil,False,0.07537,0.07524,0.00014
d87f6641-66de-446e-a933-47ad83edc1f0,llava,Turkey,False,0.03341,0.05833,-0.02493
fbe240a9-76de-4a92-8136-ea1716764e8d,llava,Iran,True,0.66166,0.58255,0.07911
34dd1cb8-5e75-42fb-933a-79c31b9a7dbe,llava,Turkey,False,0.10145,0.07727,0.02418
829128f6-3b16-48aa-9654-69ba391bc9c6,llava,Iran,True,0.74107,0.61306,0.12801
f4247462-9218-4cf6-9952-434510763b03,llava,Iran,True,0.92656,0.69152,0.23503
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,llava,Iran,True,0.70201,0.5519,0.15011
e7fcffa3-291f-4074-8452-afb7753bd3eb,llava,Brazil,False,0.06197,0.06648,-0.00451
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,llava,Brazil,False,0.02211,0.01861,0.0035
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,llava,Brazil,False,0.0284,0.01689,0.01151
34057f2e-1376-4a8d-92f0-6edc0ffa859b,llava,Turkey,False,0.01839,0.05273,-0.03434
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,llava,Brazil,False,0.06215,0.06806,-0.00591
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,llava,Turkey,False,0.03505,0.04524,-0.01019
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,llava,Canada,False,0.07658,0.09462,-0.01804
6be2a046-67c7-4a4c-b67c-31d41a0714a5,llava,Turkey,False,0.02874,0.03259,-0.00384
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,llava,Turkey,False,0.06876,0.0593,0.00946
1a8a184f-8ace-4cf9-a732-af3ceedef990,llava,Brazil,True,0.06363,0.08385,-0.02022
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,llava,Brazil,True,0.11882,0.11893,-0.00011
8d88fa68-f254-4577-9922-87ba6696d54f,llava,Brazil,True,0.06925,0.03713,0.03212
97b3a522-968d-4db3-9126-1898cb9dca5f,llava,Brazil,True,0.08483,0.08751,-0.00268
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,llava,Brazil,True,0.0485,0.03132,0.01717
2faa706e-08ea-4f4e-9f88-6000d10bb322,llava,Brazil,True,0.81101,0.47385,0.33716
3429c249-9b78-4612-8b82-8ce2405193ce,llava,Brazil,True,0.99875,0.9984,0.00034
7b73f9f5-70a9-4324-a79d-99302078220b,llava,Brazil,True,0.8665,0.71826,0.14823
525abdb3-d337-4b12-b2ee-01a6e3e1f780,llava,Brazil,True,0.86604,0.59224,0.2738
6f8351dc-db39-4a4c-9370-b035dc80d66f,llava,Turkey,False,0.04387,0.052,-0.00813
6b0be593-f193-48ee-bdd8-8f8cc3da741a,llava,Canada,False,0.08333,0.08624,-0.00291
f1f5ca23-1476-4be2-a203-079c456d58b7,llava,Brazil,True,0.28406,0.22149,0.06257
f12dd800-7905-428c-9690-28747601a795,llava,Canada,False,0.08321,0.06635,0.01685
1b080c55-9d6e-489f-95d6-8f03f713099b,llava,Turkey,False,0.03723,0.04248,-0.00526
ec6992fc-90b0-45fa-8cb0-0979086911d7,llava,Brazil,True,0.13336,0.13035,0.003
4c79241e-3dc9-44d8-bed7-421701a25103,llava,Canada,False,0.08802,0.07409,0.01394
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,llava,Brazil,True,0.32711,0.3916,-0.06449
ec1ebd50-a42c-47c5-a77d-00546adf6224,llava,Canada,False,0.03779,0.0383,-0.00051
751a2a0e-916c-48e1-a267-c7c59106d6b0,llava,Brazil,True,0.4256,0.49445,-0.06885
aec29b23-29fa-4d4d-b20c-73e160c63943,llava,Turkey,False,0.02773,0.02098,0.00676
035e6a4b-1414-44d6-8b17-8bac0bb64a42,llava,Brazil,True,0.96924,0.88256,0.08668
daef26fc-191a-476a-a883-66c9dad9f963,llava,Canada,False,0.08515,0.12119,-0.03604
f8d29900-ef57-4a37-93ee-d6596f54b8b0,llava,Brazil,True,0.99691,0.99745,-0.00054
449dd4e6-c146-4c46-a36f-506b0669f056,llava,Turkey,False,0.02592,0.02522,0.00069
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,llava,Brazil,True,0.12955,0.18926,-0.05971
7b652a5a-c293-42d8-9245-c3e1556636c1,llava,Ethiopia,False,0.66889,0.65102,0.01788
a13fc28b-003a-4e28-8850-905313634459,llava,Nigeria,False,0.19919,0.0646,0.13459
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,llava,Nigeria,False,0.29329,0.42547,-0.13219
843b1217-b7f6-4c73-9d38-0eac63bf6f28,llava,USA,False,0.02216,0.0265,-0.00434
2a57f463-0a45-4852-9a58-acbf91395812,llava,Nigeria,False,0.50758,0.55801,-0.05043
3fd7af11-b663-486b-a962-16c72d01e706,llava,Brazil,False,0.09446,0.07076,0.0237
a952f9e8-5281-4661-950e-ffbf264a69f2,llava,Brazil,False,0.04776,0.03863,0.00912
d83a91b8-849b-4f7f-8c8e-168734417cd3,llava,Brazil,False,0.03584,0.02829,0.00755
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,llava,Turkey,False,0.03082,0.04312,-0.0123
03e3c931-426c-454a-a977-1805f7c65f15,llava,Brazil,False,0.0167,0.01228,0.00442
2ee2ff8e-8560-4eb9-b869-6ba468258201,llava,Brazil,False,0.19578,0.18889,0.00689
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,llava,Brazil,False,0.02292,0.00629,0.01663
ab6ac2e8-bdfc-452f-8119-914e40e8b151,llava,Ethiopia,False,0.00209,0.00272,-0.00062
16ff40c1-2e0d-4207-992b-7ff20edf427a,llava,Ethiopia,False,0.21223,0.19282,0.01941
eed6d393-d438-4d10-8782-d5443e9342be,llava,Brazil,False,0.0902,0.07064,0.01957
e46d024b-8bdb-46d2-ad2b-d5dd20831693,llava,Canada,False,0.031,0.02666,0.00434
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,llava,Ethiopia,False,0.02419,0.02599,-0.0018
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,llava,Brazil,False,0.12215,0.06877,0.05338
a8e28ea4-0eac-497a-b894-1e682ef66e8e,llava,Brazil,False,0.09343,0.10488,-0.01145
39456870-dff9-4521-85a7-8ce1e1156572,llava,Brazil,False,0.05425,0.06144,-0.00719
d501d03b-8677-427a-bd3c-80ef26349cf6,llava,Nigeria,False,0.02574,0.08283,-0.05709
f7c40fe4-ac32-46c5-922c-89e85b650906,llava,Nigeria,False,0.4698,0.56998,-0.10018
1192021a-598b-48bb-be52-9f576e627384,llava,Turkey,False,0.031,0.00726,0.02375
86ea271d-4352-4963-80a2-96b496b9ab50,llava,Ethiopia,False,0.10353,0.14175,-0.03822
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,llava,Brazil,False,0.00403,0.00739,-0.00336
ff0bce0b-7179-486e-9d05-9efa37b21512,llava,Germany,True,0.83427,0.75587,0.0784
e6e586b2-3904-40e5-8fcd-0e8201909ad0,llava,Brazil,False,0.06888,0.03622,0.03267
dd47b69e-013f-4997-9504-4d2e8a37342d,llava,Germany,True,0.76266,0.65852,0.10415
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,llava,USA,False,0.33156,0.34419,-0.01263
82215031-0639-473d-8f9c-7c9de723779d,llava,Germany,True,0.87214,0.77605,0.09609
39733d4c-5b90-473a-b873-d62f74e809fa,llava,Canada,False,0.00621,0.0269,-0.02068
bcc78c9f-680f-41a8-959a-b71924fe3835,llava,Brazil,False,0.04027,0.02401,0.01626
e3ca3318-1490-4d72-bed8-d9c1813ed430,llava,Germany,True,0.62009,0.56467,0.05542
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,llava,Turkey,False,0.02548,0.01834,0.00714
cc3e4687-4fba-4fe1-aeb3-489db832865c,llava,Turkey,False,0.14213,0.11014,0.03199
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,llava,USA,False,0.39691,0.42427,-0.02736
535d82e7-8b5f-4ed4-b186-e458ced4fd32,llava,Germany,True,0.95681,0.4808,0.47601
606aeda1-a002-4666-9cc2-c54b4af0a436,llava,Canada,False,0.03374,0.03193,0.0018
b44fddf6-9e94-4b2d-92d6-b64b7047f781,llava,Germany,True,0.27354,0.22996,0.04358
02bd886c-af46-4b28-a3b3-939f0185db11,llava,Brazil,False,0.0512,0.05319,-0.00198
7e4d2b1e-fa75-443c-92e9-b792125002c6,llava,Germany,True,0.93837,0.85386,0.08451
8c973562-db40-4319-9dd5-51d83c7f910e,llava,Turkey,False,0.12856,0.10647,0.02209
3f0011f7-0cf3-4ed5-a905-78d71079c3da,llava,Canada,False,0.91146,0.50452,0.40694
99a8796e-1be0-40dc-9e07-56df08f021e0,llava,Brazil,False,0.00206,0.00303,-0.00097
098b83b9-da89-40a9-a452-bc72698c3740,llava,Germany,True,0.63075,0.63257,-0.00182
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,llava,Germany,True,0.70854,0.46311,0.24543
