u_id,max_score,mean_score,std_score,positive_fraction,entropy,top_patch_row,top_patch_col,country,facet,prediction,correct
2b514973-2195-4908-8bda-3f958deb8bdb,0.11840516,0.008383255,0.038180016,0.5255102040816326,4.7841616,2,7,Turkey,food,Iran,False
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,0.18104792,0.04514591,0.06587518,0.5663265306122449,4.7779512,0,9,Nigeria,drink,Rwanda,False
daef26fc-191a-476a-a883-66c9dad9f963,0.3131011,0.13435733,0.10589408,0.6938775510204082,3.464526,4,4,Brazil,drink,USA,False
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,0.4629125,0.038062084,0.0664513,0.7806122448979592,4.680229,5,5,Germany,clothing,Germany,True
bcc78c9f-680f-41a8-959a-b71924fe3835,0.08370912,0.02068285,0.02106129,0.7142857142857143,3.354952,4,1,Germany,food,Germany,True
98b439d0-91bc-40ba-8d77-ec2889c96666,0.18418717,-0.07638357,0.06796003,0.061224489795918366,3.625886,3,3,Nigeria,clothing,Nigeria,True
184d6c08-7237-4f6b-b49d-04b5b2bef635,0.020971179,0.004279381,0.005693939,0.6530612244897959,3.1399224,2,4,Canada,traditions,Canada,True
4c79241e-3dc9-44d8-bed7-421701a25103,0.006964095,-0.018148657,0.010441548,0.025510204081632654,5.101864,3,2,Brazil,rituals,USA,False
0b04f451-42cf-462b-b983-307e13183f45,0.001206994,0.00020791803,0.00027231453,0.7142857142857143,3.1737893,1,2,Ethiopia,clothing,Ethiopia,True
de8ac0fa-d6dc-41bb-b117-f5e84f22e9e5,0.050010145,0.009828389,0.01690281,0.5714285714285714,3.246228,2,1,China,traditions,China,True
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,0.078127086,-0.0039086957,0.0072706463,0.04591836734693878,5.036171,4,10,USA,clothing,Nigeria,False
46f8812b-adca-4161-ae1f-9f6c5600599c,0.6505669,0.011533141,0.059355,0.5816326530612245,4.7813883,9,6,Ethiopia,drink,Ethiopia,True
a13fc28b-003a-4e28-8850-905313634459,0.07234758,0.000919873,0.009370512,0.19387755102040816,4.1031184,6,8,Rwanda,clothing,Rwanda,True
6f8351dc-db39-4a4c-9370-b035dc80d66f,0.2235618,0.076118246,0.061977297,0.7142857142857143,3.459929,3,5,Brazil,traditions,Brazil,True
34057f2e-1376-4a8d-92f0-6edc0ffa859b,0.16149539,0.0075903144,0.032142438,0.5255102040816326,4.8506947,12,7,Iran,drink,Iran,True
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,0.010730326,-0.0005405439,0.0019251266,0.21428571428571427,4.7137623,8,11,Iran,traditions,Iran,True
30beeebf-ea67-484f-93a7-2cfd29242fe4,0.063628316,0.0042832894,0.022310795,0.3469387755102041,3.258049,2,1,Nigeria,food,Nigeria,True
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,0.062984645,-0.021445768,0.029612424,0.1377551020408163,4.903329,9,2,Ethiopia,food,Rwanda,False
fa9d08f1-413b-4a05-b058-380843d46806,0.13844378,0.023786178,0.09933319,0.5102040816326531,3.1672204,4,4,Canada,rituals,Canada,True
f8c67c30-7009-4b45-9991-34eae86da207,0.094944715,0.0095519,0.013911536,0.5816326530612245,4.4197054,4,10,Ethiopia,rituals,Ethiopia,True
c4ba628f-6ccc-4659-88e0-989cf36c6b66,0.004841864,0.00022853303,0.0006837863,0.46938775510204084,4.316914,3,10,Canada,drink,Canada,True
e7fcffa3-291f-4074-8452-afb7753bd3eb,0.08356073,-0.08597602,0.0942263,0.08163265306122448,4.721265,8,2,Iran,drink,Ethiopia,False
69a710fd-f216-43b8-9ec6-8fd324c49690,-0.022824943,-0.18831128,0.058419395,0.0,5.2281904,8,3,Nigeria,food,Nigeria,True
4e2b3e11-9de8-4bfb-99c2-0bac3f7c7618,0.041517407,-0.0005843594,0.019324401,0.40816326530612246,3.2369862,6,2,India,food,Rwanda,False
6a8d47c3-55db-4f2d-b7e0-6c25b6a268c8,0.1897334,0.04083284,0.056625385,0.6326530612244898,3.2299058,4,2,India,rituals,USA,False
8a4aa22a-5c51-425d-ad3d-69de43f88b0c,0.100433424,0.033414364,0.03963989,0.42857142857142855,3.0284188,4,4,Canada,food,Canada,True
2b514973-2195-4908-8bda-3f958deb8bdb,0.17393038,0.045446433,0.053772524,0.8571428571428571,3.5279887,4,2,Turkey,food,Iran,False
ecd4f0c8-0bb6-4a35-ac36-66588d7d4185,0.1750543,0.102799825,0.06718169,0.7142857142857143,4.9312725,12,10,Nigeria,food,USA,False
39733d4c-5b90-473a-b873-d62f74e809fa,0.26999825,0.0033415707,0.019983703,0.40816326530612246,3.0178223,7,6,Germany,food,Germany,True
318807ce-d521-41f7-b9b2-e533deb7a178,0.24710199,0.065016694,0.06417672,0.7142857142857143,3.3457663,6,1,Canada,clothing,USA,False
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,0.24607396,0.04006235,0.05756004,0.6989795918367347,4.7008743,7,5,Ethiopia,rituals,USA,False
a952f9e8-5281-4661-950e-ffbf264a69f2,0.13900584,0.04633234,0.039364357,0.8724489795918368,5.027232,8,5,Rwanda,traditions,Rwanda,True
3429c249-9b78-4612-8b82-8ce2405193ce,0.0028979182,6.906232e-05,0.0003046599,0.4387755102040816,4.39102,9,4,Brazil,traditions,Brazil,True
a48d89f9-3486-46e8-a68c-c47ad537226f,0.017121136,0.0021318635,0.0035226492,0.5714285714285714,4.493662,1,9,Turkey,traditions,Turkey,True
3a181f33-846c-43f8-8512-5919ce7088bf,0.24254552,0.0009847125,0.05938524,0.16326530612244897,2.649164,1,2,Nigeria,rituals,India,False
c62249de-cc8b-43b7-aa90-842dbd8d89e2,0.09467125,-0.013995453,0.04538656,0.3673469387755102,3.548518,3,3,India,drink,China,False
c3a1ddb5-f12f-4806-bda6-4189d38228d7,0.018265963,0.0059968913,0.005022563,0.7142857142857143,3.4394174,0,3,Turkey,rituals,Turkey,True
da343301-2fc3-42b9-9d8e-7f90b000f00f,0.06120771,0.0020239474,0.029280175,0.40816326530612246,3.3088121,1,1,Nigeria,clothing,Rwanda,False
f1f5ca23-1476-4be2-a203-079c456d58b7,0.06470708,0.0017063724,0.016247481,0.3877551020408163,3.2226453,1,4,Brazil,clothing,Germany,False
96037b83-81d6-4de0-ac58-e2ea3f1d0f68,0.20149654,0.05749538,0.05625103,0.6683673469387755,4.771054,7,10,China,rituals,Brazil,False
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,0.13935348,0.015658692,0.034190636,0.5663265306122449,4.7283645,5,12,Iran,drink,Germany,False
eed6d393-d438-4d10-8782-d5443e9342be,0.061704993,-0.07665023,0.07096428,0.08673469387755102,4.8507485,10,0,Rwanda,food,Nigeria,False
19289618-394a-4b0b-ad8f-ffe2157564aa,0.26266435,0.01979801,0.07107099,0.5102040816326531,3.263753,2,4,Iran,rituals,Turkey,False
7409a04b-e4e0-48a6-83aa-9ea94eeb78da,0.16591641,0.05662745,0.046504956,0.7142857142857143,3.4587178,2,3,Nigeria,traditions,Germany,False
3fd7af11-b663-486b-a962-16c72d01e706,0.20451918,0.022053149,0.05247563,0.6836734693877551,5.0178266,9,11,Rwanda,traditions,USA,False
ab6ac2e8-bdfc-452f-8119-914e40e8b151,0.0037201047,0.00010371208,0.00068509567,0.30612244897959184,4.3011427,7,10,Rwanda,food,Rwanda,True
a13fc28b-003a-4e28-8850-905313634459,0.09866333,0.006421179,0.018233256,0.42857142857142855,2.7783887,3,4,Rwanda,clothing,Rwanda,True
3d773278-fed5-46fd-976e-a018441b9190,0.09469573,0.05718195,0.027286027,0.8469387755102041,5.097658,3,4,Ethiopia,food,Canada,False
9ace2f1e-6a06-45ba-bed9-46ac3b80b038,0.24837604,0.08705959,0.06942473,0.7142857142857143,3.4664621,4,2,Nigeria,drink,Rwanda,False
da343301-2fc3-42b9-9d8e-7f90b000f00f,0.069573045,-0.009786557,0.021759018,0.12755102040816327,4.5051355,9,3,Nigeria,clothing,Rwanda,False
a2dcde1c-1b2c-4936-ac07-8e912413e23e,0.39040336,0.10436967,0.098415405,0.7602040816326531,4.869708,4,8,USA,food,Turkey,False
ec1ebd50-a42c-47c5-a77d-00546adf6224,0.06713529,0.012852331,0.022111794,0.4897959183673469,3.1577237,2,3,Brazil,rituals,USA,False
481fa382-ad75-4f6e-bdaa-cdadfbc9f4e5,0.061950088,-0.0012023996,0.011559887,0.22448979591836735,3.4467995,3,2,China,food,China,True
3b78bd2d-5f55-4480-8637-ccc22c549402,0.11252934,0.008338794,0.022417983,0.4897959183673469,3.1488755,4,1,Nigeria,drink,Nigeria,True
97b3a522-968d-4db3-9126-1898cb9dca5f,0.1099388,0.00029779848,0.04379928,0.44387755102040816,4.8999763,6,1,Brazil,food,Rwanda,False
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,0.29044682,0.016120415,0.033386085,0.5663265306122449,4.277837,3,3,Iran,clothing,Iran,True
d83a91b8-849b-4f7f-8c8e-168734417cd3,0.108118415,0.021720896,0.039832924,0.5102040816326531,3.3565905,2,1,Rwanda,traditions,Rwanda,True
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,0.08262265,0.011529462,0.013715453,0.7653061224489796,4.76657,4,12,Ethiopia,rituals,Ethiopia,True
87161e09-edf6-46a7-acf4-1d2ba9f61348,0.119496375,0.012427804,0.023667816,0.6479591836734694,4.8522925,7,6,Canada,clothing,Canada,True
16ff40c1-2e0d-4207-992b-7ff20edf427a,0.11127147,0.011649925,0.042514328,0.3673469387755102,3.3788762,3,3,Rwanda,food,Rwanda,True
49f5b3aa-dc13-4ebe-bf8d-6771b9298c37,0.5672643,0.12528914,0.08820913,0.9795918367346939,3.6757581,3,3,China,traditions,China,True
e43999fc-df28-41f1-982f-64a51d79acb7,0.25261414,0.03482932,0.055450413,0.5816326530612245,4.5963516,5,6,Turkey,rituals,Turkey,True
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,0.35303667,0.08997294,0.09014017,0.6683673469387755,4.759734,7,10,Brazil,rituals,Brazil,True
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,0.13053699,-0.0075558303,0.039270863,0.3010204081632653,4.815982,0,3,Brazil,food,Brazil,True
13f37320-7bb5-4232-9bf2-8f28c57c4582,0.30080235,0.04680457,0.08376238,0.5510204081632653,3.108686,5,3,USA,food,USA,True
19ae4ab7-a1b1-47c9-a81d-24a4020df41a,0.14885415,0.005094479,0.021793295,0.45408163265306123,4.570076,5,7,Canada,rituals,Brazil,False
f555701d-40c7-4400-9bdc-eda62ace2912,0.05144775,-0.092805535,0.06646026,0.12244897959183673,3.7148688,5,1,Ethiopia,traditions,Rwanda,False
d4d631c2-4c15-4f43-b3bb-bd1fe3157b64,0.24409193,0.031305764,0.05467109,0.7551020408163265,3.2147548,3,3,India,traditions,India,True
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,0.075077176,0.017696068,0.013296207,0.8979591836734694,3.5798101,2,3,India,clothing,India,True
502a5fee-89c1-4f5d-b41d-9bdd65b11eb1,0.13864732,0.018472627,0.031221626,0.5306122448979592,3.167692,2,2,China,traditions,China,True
2329409d-2712-4aa5-96d1-2cd16298f150,0.30252144,0.02919578,0.048910465,0.7448979591836735,4.7922754,7,0,Turkey,rituals,Turkey,True
3d4755c8-3116-45b7-a80f-10c886ec742d,0.06686181,0.0008301467,0.01337271,0.46938775510204084,3.4754162,2,5,Ethiopia,food,Ethiopia,True
6ec6b59a-9126-4462-89ee-df55d996f4ab,0.14673543,0.006356369,0.046253044,0.5459183673469388,4.76849,9,5,India,drink,China,False
bcc78c9f-680f-41a8-959a-b71924fe3835,0.030575693,0.007111165,0.007332741,0.6785714285714286,4.712448,8,2,Germany,food,Germany,True
7174dc33-dbe6-4c70-a3ef-ae0be8ab6b29,0.060089067,0.006046667,0.027213959,0.5714285714285714,3.6274667,4,5,Canada,food,Canada,True
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,0.29729378,-0.0027321177,0.053375762,0.3673469387755102,3.353211,6,5,India,clothing,India,True
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,0.11162384,0.015430609,0.030378839,0.5918367346938775,4.7823014,11,8,Germany,rituals,Canada,False
ab6ac2e8-bdfc-452f-8119-914e40e8b151,0.008334935,0.0013950358,0.002058468,0.5714285714285714,3.1505518,2,2,Rwanda,food,Rwanda,True
c6582a96-d4df-4b5a-8a86-3652687aa1e8,0.041301697,-0.17341442,0.13226844,0.061224489795918366,3.6017532,2,6,Nigeria,food,Nigeria,True
a9aa210b-bfa3-4ff6-8c82-3c3e7b4544b5,0.19760734,-0.0057651973,0.024520556,0.2653061224489796,4.7110057,12,10,India,clothing,India,True
7e4d2b1e-fa75-443c-92e9-b792125002c6,0.0303998,0.0027930518,0.0048074936,0.576530612244898,4.3679996,9,11,Germany,drink,Germany,True
a6b53f36-7864-4876-a058-7e0be321388b,0.046921447,0.0015505458,0.021884676,0.4387755102040816,4.631208,5,8,USA,traditions,USA,True
ff57c370-a704-49a2-8662-f040dca197df,0.17529507,0.080749616,0.054861963,0.7142857142857143,3.5339026,3,3,USA,rituals,USA,True
318807ce-d521-41f7-b9b2-e533deb7a178,0.15548146,0.010251662,0.03715722,0.42857142857142855,4.5581646,11,11,Canada,clothing,USA,False
4efc5850-d150-471b-8188-4f35d3b63b48,0.09386106,-0.064632535,0.11534618,0.05612244897959184,4.1042123,4,5,Turkey,clothing,China,False
41388d0a-c0cd-4947-a415-db9ba4893bcd,0.52251405,0.11534738,0.12379893,0.5714285714285714,4.6096554,9,4,USA,food,USA,True
ac9a3d5c-63dd-4fbd-9676-9f913f4029f3,0.048572063,0.011026832,0.009303204,0.7857142857142857,4.8606043,2,7,India,clothing,India,True
f71472c0-2cb4-475d-9b08-5787585f550e,0.1095368,0.024997069,0.033858564,0.7448979591836735,4.989567,2,1,Ethiopia,drink,Rwanda,False
be330458-bfe8-4b6d-ab4f-0e121faca59d,0.13330036,-0.0057835057,0.038920067,0.2857142857142857,4.606207,5,4,India,traditions,India,True
22bb7d28-bb29-4a85-af25-85f66ce70d52,0.20536989,0.026444517,0.073996685,0.5,4.764435,9,12,China,rituals,China,True
03e3c931-426c-454a-a977-1805f7c65f15,0.100627005,-0.06719924,0.07029718,0.20408163265306123,3.7228506,3,0,Rwanda,traditions,Rwanda,True
2c1bd295-9cde-47af-af0e-202c03272d01,0.056344032,-0.0027461625,0.024585329,0.32653061224489793,3.3017085,4,5,Nigeria,clothing,Nigeria,True
8d88fa68-f254-4577-9922-87ba6696d54f,0.012152612,-0.121919446,0.07289692,0.02040816326530612,3.7089026,0,6,Brazil,food,Nigeria,False
1192021a-598b-48bb-be52-9f576e627384,0.27907014,-0.013892611,0.058641106,0.32142857142857145,4.9855237,10,8,Rwanda,rituals,Rwanda,True
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,0.030229628,0.0035180245,0.0060646585,0.6581632653061225,4.5134974,9,4,Iran,rituals,Iran,True
6518121e-ba08-4e76-aa33-2c2e00598fdd,0.35851687,0.044102456,0.083139814,0.6887755102040817,4.8971615,6,7,Nigeria,drink,Rwanda,False
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,0.07758828,0.014240138,0.017817285,0.8622448979591837,5.061812,5,6,Brazil,food,Canada,False
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,0.050444186,0.008380609,0.011526054,0.6530612244897959,3.116212,0,4,Germany,food,Germany,True
751a2a0e-916c-48e1-a267-c7c59106d6b0,0.39339513,0.10944269,0.11175165,0.6938775510204082,3.3628488,3,4,Brazil,rituals,Brazil,True
8d88fa68-f254-4577-9922-87ba6696d54f,0.045733213,-0.035942063,0.036702003,0.1683673469387755,4.9940495,0,8,Brazil,food,Nigeria,False
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,0.20971398,0.085786976,0.07176828,0.6989795918367347,4.804236,7,6,Iran,rituals,USA,False
535d82e7-8b5f-4ed4-b186-e458ced4fd32,0.3421631,0.006639163,0.026274657,0.49489795918367346,3.8273377,9,6,Germany,rituals,Germany,True
99a8796e-1be0-40dc-9e07-56df08f021e0,0.047821224,0.011620407,0.011413339,0.7142857142857143,3.3567066,1,4,Germany,drink,Germany,True
03e3c931-426c-454a-a977-1805f7c65f15,0.16705403,-0.059397697,0.062017493,0.14285714285714285,5.060522,6,0,Rwanda,traditions,Rwanda,True
89df03ce-b19f-474d-8f36-e9b41be7d3d5,0.4760557,0.05000648,0.09028279,0.5153061224489796,4.3766317,6,8,USA,traditions,USA,True
606aeda1-a002-4666-9cc2-c54b4af0a436,0.066727355,0.0043791872,0.024256747,0.5408163265306123,4.7719517,1,8,Germany,rituals,Rwanda,False
ff0bce0b-7179-486e-9d05-9efa37b21512,0.003349483,0.00012540513,0.0005372354,0.5153061224489796,4.87582,8,11,Germany,traditions,Germany,True
c6582a96-d4df-4b5a-8a86-3652687aa1e8,0.048954487,-0.12687682,0.102907576,0.025510204081632654,4.9194627,11,12,Nigeria,food,Nigeria,True
2272ab97-94b6-4151-9ec6-763f05b0c22c,0.4017388,0.012763388,0.07962262,0.40816326530612246,3.2635896,4,2,Turkey,clothing,Germany,False
31824d6c-cdda-43df-9792-17cb3f44217d,0.09452796,0.019222878,0.027785297,0.4846938775510204,4.519547,5,4,Nigeria,traditions,Rwanda,False
3429c249-9b78-4612-8b82-8ce2405193ce,0.0027484298,0.00039296856,0.00061458786,0.673469387755102,3.2970662,4,2,Brazil,traditions,Brazil,True
39456870-dff9-4521-85a7-8ce1e1156572,0.028460316,0.003528423,0.00709817,0.5408163265306123,4.578268,11,6,Rwanda,drink,Germany,False
751a2a0e-916c-48e1-a267-c7c59106d6b0,0.29582897,0.035300374,0.07780633,0.5051020408163265,4.6272483,10,11,Brazil,rituals,Brazil,True
bff5977b-7901-4d1e-96a1-5c0d19848a0f,0.0076507926,0.0017395695,0.0018471114,0.6326530612244898,4.6542883,8,6,Ethiopia,clothing,Ethiopia,True
449dd4e6-c146-4c46-a36f-506b0669f056,0.08966914,0.050487608,0.012573052,0.9948979591836735,5.2469687,10,4,Brazil,drink,USA,False
dad09341-9891-4f9e-b292-1f834f9fedc4,0.0192153,-0.027225114,0.03668071,0.20408163265306123,3.250499,2,1,India,drink,Ethiopia,False
4c169dc1-0511-4867-803b-2c5724589072,0.08678025,-0.011713917,0.021256953,0.22448979591836735,3.6440194,1,1,China,rituals,China,True
cc3e4687-4fba-4fe1-aeb3-489db832865c,0.16946143,0.006342963,0.057833355,0.5255102040816326,5.004894,5,2,Germany,food,Germany,True
5db4404d-6fd6-4ebd-ad5f-15c8be7344d5,0.5935128,0.26734573,0.09718612,1.0,3.8273516,1,1,China,food,China,True
4713f5b0-48da-4ab5-99bc-ffe12d7d62fa,0.14751422,-0.004356799,0.0370011,0.5,4.970976,0,2,Nigeria,traditions,Rwanda,False
bb027c12-2666-421b-a523-4bd7c4c30f20,0.09600339,0.042370934,0.030540405,0.7142857142857143,3.5069084,6,5,Nigeria,traditions,Brazil,False
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,0.028680384,0.0032960048,0.0057184985,0.5459183673469388,4.569966,4,11,Germany,food,Germany,True
c4ba628f-6ccc-4659-88e0-989cf36c6b66,0.004162371,0.00046986705,0.00090670685,0.5918367346938775,3.190064,1,5,Canada,drink,Canada,True
02bd886c-af46-4b28-a3b3-939f0185db11,0.0833223,0.017688943,0.027216487,0.6683673469387755,4.8368635,10,8,Germany,rituals,Canada,False
098b83b9-da89-40a9-a452-bc72698c3740,0.091275334,0.018893007,0.020520682,0.8367346938775511,3.492146,3,4,Germany,drink,Germany,True
c6e2a507-d64e-4f66-a017-8c4bec7a25aa,0.27267385,0.07791511,0.06727435,0.9795918367346939,3.5514019,4,1,Canada,drink,Germany,False
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,0.063606486,-0.045646876,0.05871066,0.22448979591836735,3.6382723,3,2,Ethiopia,clothing,Ethiopia,True
fa9d08f1-413b-4a05-b058-380843d46806,0.12653694,0.015682401,0.06471128,0.5561224489795918,4.59826,8,2,Canada,rituals,Canada,True
b5ddf9ce-952d-4fe5-a878-b1ffe90ff1ef,0.14040667,0.040271107,0.043691117,0.6020408163265306,4.66441,0,3,Canada,rituals,USA,False
4048bef4-586f-466a-8f53-3a1332979fcd,0.02265512,0.0026974727,0.008085621,0.5153061224489796,4.7291145,2,6,India,drink,USA,False
75a71390-5aea-4c53-957a-a6e71b746fa3,0.08042768,0.013204459,0.024451662,0.5306122448979592,4.7049913,10,10,Iran,food,Brazil,False
07dabc78-3e60-46e1-b6e4-14c03b083f61,0.07205503,-0.018746331,0.0340522,0.29081632653061223,4.9560432,9,9,China,drink,Rwanda,False
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,0.04597491,0.0025571666,0.00856742,0.4897959183673469,4.7813473,4,7,Turkey,food,Turkey,True
dc3a53b7-bcd5-4354-93b6-f954b82269e1,0.0058705807,0.0015330156,0.0015068298,0.673469387755102,3.3454537,4,5,Ethiopia,food,Ethiopia,True
0ce7d616-31bd-4eac-99ec-195e0172b4fc,0.14064962,0.006660195,0.05448941,0.30612244897959184,3.3377352,4,5,Nigeria,rituals,Rwanda,False
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,0.03648573,0.004535113,0.0060933996,0.8979591836734694,3.3459442,2,5,Ethiopia,drink,Ethiopia,True
e2af3f45-8230-49e5-9fb2-19c8b42b9816,0.27437466,0.033154223,0.043198343,0.8571428571428571,3.4072895,4,1,Turkey,traditions,Turkey,True
2329409d-2712-4aa5-96d1-2cd16298f150,0.305527,0.15395539,0.07604778,1.0,3.756692,0,0,Turkey,rituals,Turkey,True
6e72fc43-14d2-40a5-863c-62d14dc5facb,0.15629166,0.013214498,0.041587554,0.4744897959183674,4.6600566,4,5,Nigeria,rituals,Rwanda,False
bff5977b-7901-4d1e-96a1-5c0d19848a0f,0.054365158,0.0054844082,0.008148077,0.7142857142857143,3.2040462,4,3,Ethiopia,clothing,Ethiopia,True
16ff40c1-2e0d-4207-992b-7ff20edf427a,0.07663061,-0.0033330293,0.028251544,0.35714285714285715,4.580936,6,7,Rwanda,food,Rwanda,True
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,0.698292,0.39944556,0.06600082,1.0,5.2647076,6,7,Rwanda,rituals,Rwanda,True
f3dee24e-9af4-4a3e-b21c-ad8bf74510dc,0.04495746,-0.0042966167,0.007798303,0.061224489795918366,3.6305342,2,6,USA,clothing,Nigeria,False
79f909c7-d80a-4cab-a96a-0f26f374331c,0.08222641,-0.036446918,0.06354859,0.16326530612244897,3.1759267,2,1,Iran,food,Iran,True
a914a20e-7219-43e5-929a-a60eeb2b0eba,0.2907026,0.11221609,0.058722425,1.0,3.7546983,2,2,Canada,traditions,USA,False
31824d6c-cdda-43df-9792-17cb3f44217d,0.103080034,0.030105764,0.035728373,0.5918367346938775,3.3380275,4,3,Nigeria,traditions,Rwanda,False
09c667a0-2ed1-425e-8f15-f0d7b510b5ab,0.033972323,0.003125304,0.008580071,0.4489795918367347,3.2568054,3,3,China,food,China,True
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,0.37750888,0.15261604,0.14593652,0.6530612244897959,3.387403,4,2,Turkey,drink,Turkey,True
ae89905e-966f-43f0-8c0f-cc4ce1b87ac1,0.11615731,0.019334108,0.04009569,0.576530612244898,4.76663,3,9,India,traditions,Iran,False
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,0.026533365,-0.011890367,0.013934658,0.22448979591836735,3.7527092,2,2,Iran,clothing,Iran,True
a2ccb005-d747-43f8-8315-2518a1ece07d,0.12367509,-0.014467878,0.03848678,0.2602040816326531,4.854549,3,11,Nigeria,traditions,Rwanda,False
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,0.074913606,0.014137292,0.02540394,0.7755102040816326,3.5103104,2,3,Brazil,food,Canada,False
fdd8ea6d-e848-4b9c-af83-8e1ad010ef1e,0.05799561,0.02661183,0.016399415,0.9183673469387755,3.7097065,5,4,Canada,food,Germany,False
89df03ce-b19f-474d-8f36-e9b41be7d3d5,0.46141177,0.16206883,0.14637502,0.6938775510204082,3.389258,5,4,USA,traditions,USA,True
b6aaf31f-d668-4f6e-9d34-c7ecbfa7c8a8,0.1163038,0.030201776,0.02664019,0.8010204081632653,4.9449825,7,8,USA,clothing,USA,True
22cd2fea-0e59-4662-8146-874abbac1fcf,0.017062068,0.002255537,0.003910859,0.5510204081632653,2.7789288,1,3,Ethiopia,rituals,Ethiopia,True
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,0.5099566,0.34116796,0.079393856,1.0,3.86368,2,5,Rwanda,rituals,Rwanda,True
fc76de15-b866-4251-af12-bd76901f7c3d,0.546767,0.11356102,0.15057684,0.8163265306122449,3.4400299,5,3,Turkey,drink,Turkey,True
2fd3e1c4-4980-4f7d-8876-69cd79654a75,0.062998526,-0.002075329,0.018135214,0.3826530612244898,4.8079796,5,6,USA,drink,Rwanda,False
30beeebf-ea67-484f-93a7-2cfd29242fe4,0.06540096,0.0024422246,0.016921459,0.336734693877551,4.552816,5,7,Nigeria,food,Nigeria,True
f12dd800-7905-428c-9690-28747601a795,0.07693969,0.017248774,0.022587162,0.6530612244897959,3.3834252,2,3,Brazil,clothing,USA,False
af32828e-77c5-4c31-ad76-c68b4c3d2cfb,0.03314645,-0.004053482,0.022432972,0.3469387755102041,3.2274199,1,5,Canada,drink,Germany,False
