u_id,model,true_country,pred_country_orig,correct_orig,category_primary,category_name,category_score,pred_k10,changed_k10,pred_k20,changed_k20,pred_k30,changed_k30
e43999fc-df28-41f1-982f-64a51d79acb7,internvl2,Turkey,Turkey,True,B,Clothing / Dress,0.863574,Iran,True,Rwanda,True,Rwanda,True
c3a1ddb5-f12f-4806-bda6-4189d38228d7,internvl2,Turkey,Turkey,True,D,Food / Objects,0.824784,Turkey,False,Turkey,False,Turkey,False
a950d18e-1dbc-46c8-955e-4bbf4f41aadb,internvl2,Turkey,Turkey,True,C,Architecture,0.961839,Turkey,False,Turkey,False,Turkey,False
2b049977-6bfc-4a19-b59a-c9e2beffab94,internvl2,Turkey,Brazil,False,H,Appearance,0.780363,India,True,India,True,India,True
2329409d-2712-4aa5-96d1-2cd16298f150,internvl2,Turkey,Brazil,False,D,Food / Objects,0.522194,Turkey,True,Turkey,True,Iran,True
a7465e78-a57b-4a6c-bbcf-9214feeafb74,internvl2,Turkey,Brazil,False,D,Food / Objects,0.892136,Ethiopia,True,Ethiopia,True,Ethiopia,True
fc76de15-b866-4251-af12-bd76901f7c3d,internvl2,Turkey,Turkey,True,D,Food / Objects,0.921932,Turkey,False,Rwanda,True,Rwanda,True
cedc6039-0f3d-4995-bf1f-eb1cd6590cbf,internvl2,Turkey,Brazil,False,D,Food / Objects,0.892136,Ethiopia,True,Ethiopia,True,Ethiopia,True
1a2b2bda-ede8-4e7c-99a6-7072401066e6,internvl2,Turkey,Turkey,True,D,Food / Objects,0.525111,Turkey,False,Turkey,False,Turkey,False
fa819613-c07e-4e81-ae2a-6a5fee7b350b,internvl2,Turkey,Turkey,True,D,Food / Objects,0.464345,Turkey,False,Rwanda,True,Rwanda,True
4efc5850-d150-471b-8188-4f35d3b63b48,internvl2,Turkey,China,False,E,Script / Text,0.705929,Rwanda,True,Nigeria,True,Nigeria,True
a5ffd0e5-343e-484b-92dc-aa8f00b18e98,internvl2,Turkey,Brazil,False,B,Clothing / Dress,0.426572,Ethiopia,True,Rwanda,True,Rwanda,True
c67a3887-7cf3-4455-8122-e60eedd643a7,internvl2,Turkey,Iran,False,B,Clothing / Dress,0.992333,Iran,False,Iran,False,Iran,False
0c5aee4c-d9fe-462e-8df1-ef7320c618cb,internvl2,Turkey,USA,False,H,Appearance,0.506235,USA,False,USA,False,Canada,True
2272ab97-94b6-4151-9ec6-763f05b0c22c,internvl2,Turkey,Iran,False,H,Appearance,0.358828,India,True,Nigeria,True,Nigeria,True
2b514973-2195-4908-8bda-3f958deb8bdb,internvl2,Turkey,Brazil,False,D,Food / Objects,0.988408,Nigeria,True,Nigeria,True,Iran,True
f7a3dcee-b9cb-4f4b-94b6-617336a4d320,internvl2,Turkey,Brazil,False,G,Natural Landscape,0.393494,Ethiopia,True,Ethiopia,True,India,True
fd72fc17-d0df-47fd-9d0c-4e6803e873c0,internvl2,Turkey,Brazil,False,D,Food / Objects,0.973346,Brazil,False,Turkey,True,Germany,True
e3ddb612-2a9b-4cda-a547-572583a1e202,internvl2,Turkey,Turkey,True,D,Food / Objects,0.826903,Turkey,False,Turkey,False,Turkey,False
c6f9ae05-ef81-4957-b6f0-7a177580e2d5,internvl2,Turkey,Brazil,False,D,Food / Objects,0.899666,Turkey,True,Turkey,True,Germany,True
443e4b25-3d4a-40e3-a270-e48c9d37f105,internvl2,Turkey,Germany,False,H,Appearance,0.329769,Turkey,True,Rwanda,True,Ethiopia,True
e2af3f45-8230-49e5-9fb2-19c8b42b9816,internvl2,Turkey,Brazil,False,D,Food / Objects,0.842413,Turkey,True,Turkey,True,Turkey,True
9463f29a-4672-4021-923f-3827ddcfae45,internvl2,Turkey,Turkey,True,C,Architecture,0.631226,Turkey,False,Turkey,False,Turkey,False
c5fa60a8-7191-498a-8cc9-db07ec48dd86,internvl2,Turkey,China,False,A,National Symbols,0.333976,Rwanda,True,Brazil,True,Rwanda,True
a48d89f9-3486-46e8-a68c-c47ad537226f,internvl2,Turkey,Turkey,True,G,Natural Landscape,0.64467,Turkey,False,Turkey,False,Turkey,False
468a0a50-3eba-40b2-92b0-5b172fb30c01,internvl2,Ethiopia,Nigeria,False,D,Food / Objects,0.99729,Nigeria,False,Nigeria,False,Nigeria,False
f555701d-40c7-4400-9bdc-eda62ace2912,internvl2,Ethiopia,Nigeria,False,G,Natural Landscape,0.471334,Rwanda,True,Rwanda,True,Ethiopia,True
6653f8dd-3fff-48a3-8e29-065917a610b0,internvl2,Ethiopia,Nigeria,False,B,Clothing / Dress,0.71656,Ethiopia,True,Ethiopia,True,Ethiopia,True
8eafe537-95b2-4e1f-8416-8196d5fd59cb,internvl2,Ethiopia,Brazil,False,G,Natural Landscape,0.988725,Ethiopia,True,Ethiopia,True,Ethiopia,True
7cde7484-09d6-4675-859f-c98293b98f27,internvl2,Ethiopia,Nigeria,False,H,Appearance,0.526207,Brazil,True,Ethiopia,True,Ethiopia,True
b42f7e81-16d7-4b6b-a305-d8e79c5ddf58,internvl2,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.830871,Ethiopia,False,Ethiopia,False,Ethiopia,False
46f8812b-adca-4161-ae1f-9f6c5600599c,internvl2,Ethiopia,Ethiopia,True,E,Script / Text,0.299737,Nigeria,True,Iran,True,Rwanda,True
d97dd49b-2351-46fb-814b-b5f0a72d251e,internvl2,Ethiopia,Brazil,False,D,Food / Objects,0.873092,Ethiopia,True,Ethiopia,True,Ethiopia,True
c8b19f46-371b-46f5-89ca-93b99b2fd6a0,internvl2,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.938114,Ethiopia,False,Ethiopia,False,Ethiopia,False
f71472c0-2cb4-475d-9b08-5787585f550e,internvl2,Ethiopia,Brazil,False,G,Natural Landscape,0.404498,Rwanda,True,Rwanda,True,Rwanda,True
bff5977b-7901-4d1e-96a1-5c0d19848a0f,internvl2,Ethiopia,Ethiopia,True,A,National Symbols,0.958669,Ethiopia,False,Nigeria,True,USA,True
5880280d-93fc-446b-8079-58300559adda,internvl2,Ethiopia,Nigeria,False,B,Clothing / Dress,0.891314,Rwanda,True,Ethiopia,True,Ethiopia,True
9cddc74e-a74b-4b29-9493-f6bac0aa27ea,internvl2,Ethiopia,India,False,B,Clothing / Dress,0.90499,Nigeria,True,Iran,True,Iran,True
0b04f451-42cf-462b-b983-307e13183f45,internvl2,Ethiopia,Ethiopia,True,B,Clothing / Dress,0.914364,Ethiopia,False,Ethiopia,False,Ethiopia,False
01a1d08a-e2a5-4a81-afb5-9831cddd3e88,internvl2,Ethiopia,Brazil,False,H,Appearance,0.462689,China,True,China,True,China,True
3d4755c8-3116-45b7-a80f-10c886ec742d,internvl2,Ethiopia,Ethiopia,True,G,Natural Landscape,0.710555,Ethiopia,False,Ethiopia,False,Ethiopia,False
1b7870bb-8b83-46e9-bced-5f1f7c45ec19,internvl2,Ethiopia,Brazil,False,G,Natural Landscape,0.415562,Ethiopia,True,Rwanda,True,Rwanda,True
9c96c4f7-b755-4960-948b-8c0ea7761880,internvl2,Ethiopia,Turkey,False,D,Food / Objects,0.963273,Ethiopia,True,Ethiopia,True,Ethiopia,True
dc3a53b7-bcd5-4354-93b6-f954b82269e1,internvl2,Ethiopia,Turkey,False,D,Food / Objects,0.998202,Ethiopia,True,Ethiopia,True,Ethiopia,True
3d773278-fed5-46fd-976e-a018441b9190,internvl2,Ethiopia,China,False,D,Food / Objects,0.959273,Nigeria,True,Nigeria,True,Ethiopia,True
0ed35e82-2fa8-46d6-b4e0-629c66728ae8,internvl2,Ethiopia,USA,False,F,Ritual / Festival,0.569919,USA,False,USA,False,Ethiopia,True
22cd2fea-0e59-4662-8146-874abbac1fcf,internvl2,Ethiopia,Ethiopia,True,F,Ritual / Festival,0.892898,Ethiopia,False,Ethiopia,False,Ethiopia,False
d54dbb9a-94a1-470b-a1d1-12f9f313bb77,internvl2,Ethiopia,Ethiopia,True,G,Natural Landscape,0.584765,Ethiopia,False,Ethiopia,False,Ethiopia,False
535f44c0-e569-40b7-9b05-2ab1ef0f8368,internvl2,Ethiopia,India,False,D,Food / Objects,0.793477,Nigeria,True,Ethiopia,True,Nigeria,True
f8c67c30-7009-4b45-9991-34eae86da207,internvl2,Ethiopia,Nigeria,False,B,Clothing / Dress,0.90058,Ethiopia,True,Ethiopia,True,Turkey,True
98eed9b0-5603-4c58-b498-34df83a4d44e,internvl2,Iran,Iran,True,F,Ritual / Festival,0.518274,Iran,False,Iran,False,Iran,False
139ebae1-b6e8-4a4c-9368-f0bb40c93b7e,internvl2,Iran,Turkey,False,D,Food / Objects,0.970023,Iran,True,Iran,True,Iran,True
d4763361-b78a-4ad4-a747-43d7d7d74151,internvl2,Iran,China,False,D,Food / Objects,0.878165,Iran,True,Iran,True,Iran,True
0b9aadd7-4769-4584-8fd7-428dfa00fdaf,internvl2,Iran,Iran,True,D,Food / Objects,0.921122,Nigeria,True,Nigeria,True,Nigeria,True
00a46fda-95f7-455b-8bba-e320575b6ea3,internvl2,Iran,Iran,True,D,Food / Objects,0.71423,Iran,False,Iran,False,Iran,False
79f909c7-d80a-4cab-a96a-0f26f374331c,internvl2,Iran,Brazil,False,D,Food / Objects,0.636545,India,True,India,True,India,True
75a71390-5aea-4c53-957a-a6e71b746fa3,internvl2,Iran,Brazil,False,D,Food / Objects,0.862858,India,True,India,True,India,True
09180ea8-c1bf-4724-9f70-7501f4f20cf4,internvl2,Iran,USA,False,D,Food / Objects,0.945112,Iran,True,Rwanda,True,Rwanda,True
d87f6641-66de-446e-a933-47ad83edc1f0,internvl2,Iran,Turkey,False,D,Food / Objects,0.998346,Iran,True,Iran,True,Iran,True
fbe240a9-76de-4a92-8136-ea1716764e8d,internvl2,Iran,Iran,True,H,Appearance,0.427342,Iran,False,India,True,India,True
